འགྲོ་བའི་དེད་དཔོན་གཅིག་པུ་ཚད་མེད་བློས། །ལེགས་པར་ཡོངས་སུ་བརྟགས་ན་རིན་ཆེ་བས། །འགྲོ་བའི་གནས་དང་བྲལ་བར་འདོད་པ་རྣམས། །རིན་ཆེན་བྱང་ཆུབ་སེམས་ལེགས་བརྟན་པར་ཟུང་། །	The sole captain of beings, with immeasurable wisdom, when thoroughly examined, is precious. Those who wish to be free from the realm of beings, firmly hold the precious bodhichitta.
དགེ་བ་གཞན་ཀུན་ཆུ་ཤིང་བཞིན་དུ་ནི། །འབྲས་བུ་བསྐྱེད་ནས་ཟད་པར་འགྱུར་བ་ཉིད། །བྱང་ཆུབ་སེམས་ཀྱི་ལྗོན་ཤིང་རྟག་པར་ཡང་། །འབྲས་བུ་འབྱིན་པས་མི་ཟད་འཕེལ་བར་འགྱུར། །	All other virtues, like water trees, produce their fruits and are exhausted. The tree of bodhichitta, however, constantly bears fruit and grows inexhaustibly.
The provided English translation does not correspond to the Tibetan source text at all. I cannot post-correct it as there is no relation between the two. Instead, I will provide a rough translation of the Tibetan text:

སྡིག་པ་ཤིན་ཏུ་མི་བཟད་བྱས་ན་ཡང་། །དཔའ་ལ་བརྟེན་ནས་འཇིགས་པ་ཆེན་པོ་ལྟར། །གང་ལ་བརྟེན་ནས་ཡུད་ཀྱིས་སྒྲོལ་འགྱུར་བ། །དེ་ལ་བག་ཅན་རྣམས་ཀྱིས་ཅིས་མི་བརྟེན། །	Even if one has committed unbearable misdeeds, by relying on courage, as if facing great fear, that which can instantly liberate when relied upon - why do the cautious ones not rely on it?
དེས་ནི་དུས་མཐའི་མེ་བཞིན་སྡིག་ཆེན་རྣམས། །སྐད་ཅིག་གཅིག་གིས་ངེས་པར་སྲེག་པར་བྱེད། །དེ་ཡི་ཕན་ཡོན་དཔག་ཏུ་མེད་པ་དག །བྱམས་མགོན་བློ་དང་ལྡན་པས་ནོར་བཟངས་བཤད། །	That, like the fire at the end of time, burns away great sins in a single instant. The immeasurable benefits of this were explained by the wise and loving protector Maitreya to Sudhana.
བྱང་ཆུབ་སེམས་དེ་མདོར་བསྡུས་ན། །རྣམ་པ་གཉིས་སུ་ཤེས་བྱ་སྟེ། །བྱང་ཆུབ་སྨོན་པའི་སེམས་དང་ནི། །བྱང་ཆུབ་འཇུག་པ་ཉིད་ཡིན་ནོ། །	To summarize, the bodhicitta should be understood as twofold: the mind aspiring to enlightenment and the mind entering into enlightenment.
འགྲོ་བར་འདོད་དང་འགྲོ་བ་ཡི། །བྱེ་བྲག་ཇི་ལྟར་ཤེས་པ་ལྟར། །དེ་བཞིན་མཁས་པས་འདི་གཉིས་ཀྱི། །བྱེ་བྲག་རིམ་བཞིན་ཤེས་པར་བྱ། །	Just as one understands the difference between wishing to go and actually going, likewise the wise should understand the distinction between these two in sequence.
བྱང་ཆུབ་སྨོན་པའི་སེམས་ལས་ནི། །འཁོར་ཚེ་འབྲས་བུ་ཆེ་འབྱུང་ཡང་། །ཇི་ལྟར་འཇུག་པའི་སེམས་བཞིན་དུ། །བསོད་ནམས་རྒྱུན་ཆགས་འབྱུང་བ་མིན། །	From the aspiring mind of enlightenment, great results arise while in samsara. However, unlike the engaging mind, it does not produce a continuous stream of merit.
གང་ནས་བཟུང་སྟེ་སེམས་ཅན་ཁམས། །མཐའ་ཡས་རབ་ཏུ་དགྲོལ་བའི་ཕྱིར། །མི་ལྡོག་པ་ཡི་སེམས་ཀྱིས་སུ། །སེམས་དེ་ཡང་དག་བླངས་གྱུར་པ། །	From the moment one genuinely adopts this irreversible mind, for the sake of liberating the infinite realms of sentient beings,
དེང་ནས་བཟུང་སྟེ་གཉིད་ལོག་གམ། །བག་མེད་གྱུར་ཀྱང་བསོད་ནམས་ཤུགས། །རྒྱུན་མི་འཆད་པར་དུ་མ་ཞིག །ནམ་མཁའ་མཉམ་པར་རབ་ཏུ་འབྱུང་། །	From now on, even when asleep or careless, the force of merit will continuously arise in great abundance, equal to the sky.
འདི་ནི་འཐད་པ་དང་བཅས་པར། །ལག་བཟང་གིས་ནི་ཞུས་པ་ལས། །དམན་མོས་སེམས་ཅན་དོན་གྱི་ཕྱིར། །དེ་བཞིན་གཤེགས་པ་ཉིད་ཀྱིས་གསུངས། །	This was reasonably requested by Subāhu. For the sake of beings of lesser inclination, the Tathāgata himself taught this.
སེམས་ཅན་རྣམས་ཀྱི་ཀླད་ནད་ཙམ། །བསལ་ལོ་སྙམ་དུ་བསམས་ན་ཡང་། །ཕན་འདོགས་བསམ་པ་དང་ལྡན་དེ། །བསོད་ནམས་དཔག་མེད་ལྡན་གྱུར་ན། །	Even if one merely thinks of removing the headaches of sentient beings, that person with the intention to help obtains immeasurable merit.
སེམས་ཅན་རེ་རེའི་མི་བདེ་བ། །དཔག་ཏུ་མེད་པ་བསལ་འདོད་ཅིང་། །རེ་རེའང་ཡོན་ཏན་དཔག་མེད་དུ། །བསྒྲུབ་པར་འདོད་པ་སྨོས་ཅི་དགོས། །	What need is there to speak of those who long to remove the immeasurable sufferings of each and every sentient being, and wish to accomplish immeasurable qualities for each of them?
ཕའམ་ཡང་ན་མ་ཡང་རུང་། །སུ་ལ་འདི་འདྲའི་ཕན་སེམས་ཡོད། །ལྷ་དང་དྲང་སྲོང་རྣམས་ཀྱང་རུང་། །ཚངས་པ་ལ་ཡང་འདི་ཡོད་དམ། །	Who, be it father or mother, has such a benevolent mind? Do even gods, sages, or Brahma possess this?
སེམས་ཅན་དེ་དག་ཉིད་ལ་སྔོན། །རང་གི་དོན་དུ་འདི་འདྲའི་སེམས། །རྨི་ལམ་དུ་ཡང་མ་རྨིས་ན། །གཞན་གྱི་དོན་དུ་ག་ལ་སྐྱེ། །	These beings have never before, even in dreams, conceived such an attitude for their own sake. How then could it arise for the sake of others?
གཞན་དག་རང་གི་དོན་དུ་ཡང་། །མི་འབྱུང་སེམས་ཅན་དོན་སེམས་གང་། །སེམས་ཀྱི་རིན་ཆེན་ཁྱད་པར་འདི། །སྔ་ན་མེད་པའི་རྨད་ཅིག་འཁྲུངས། །	To them in whom this precious jewel of mind Is born—to them I bow!
འགྲོ་བ་ཀུན་གྱི་དགའ་བའི་རྒྱུ། །སེམས་ཅན་སྡུག་བསྔལ་རྩིར་གྱུར་པ། །རིན་ཆེན་སེམས་ཀྱི་བསོད་ནམས་གང་། །དེ་ལ་ཇི་ལྟར་གཞལ་གྱིས་ལང་། །	The source of joy for all beings, the nectar that overcomes the suffering of sentient beings, how can one measure the merit of this precious mind?
ཕན་པར་བསམས་པ་ཙམ་གྱིས་ཀྱང་། །སངས་རྒྱས་མཆོད་ལས་ཁྱད་འཕགས་ན། །སེམས་ཅན་མ་ལུས་ཐམས་ཅད་ཀྱི། །བདེ་དོན་བརྩོན་པ་སྨོས་ཅི་དགོས། །	Even by merely thinking of benefiting others, one surpasses the merit of worshipping the Buddha. What need is there to mention striving for the welfare of all sentient beings without exception?
སྡུག་བསྔལ་འདོར་འདོད་སེམས་ཡོད་ཀྱང་། །སྡུག་བསྔལ་ཉིད་ལ་མངོན་པར་རྒྱུག །བདེ་བ་འདོད་ཀྱང་གཏི་མུག་པས། །རང་གི་བདེ་བ་དགྲ་ལྟར་འཇོམས། །	Though wishing to be free from suffering, they run towards suffering itself. Though desiring happiness, in their ignorance they destroy their own happiness as if it were an enemy.
གང་ཞིག་བདེ་བས་ཕོངས་པ་དང་། །སྡུག་བསྔལ་མང་ལྡན་དེ་དག་ལ། །བདེ་བ་ཀུན་གྱིས་ཚིམ་པ་དང་། །སྡུག་བསྔལ་ཐམས་ཅད་གཅོད་བྱེད་ཅིང་། །	For those who are deprived of happiness and endure much suffering, may they be satisfied with all happiness and may all their suffering be eliminated.
གཏི་མུག་ཀྱང་ནི་སེལ་བྱེད་པ། །དེ་དང་དགེ་མཚུངས་ག་ལ་ཡོད། །དེ་འདྲའི་བཤེས་ཀྱང་ག་ལ་ཡོད། །བསོད་ནམས་དེ་འདྲའང་ག་ལ་ཡོད། །	Where is there virtue equal to this, which dispels ignorance? Where is there such a friend? Where is there such merit?
The provided English text is not a translation of the Tibetan source. I'll provide a correct translation:

ཕན་བཏགས་ལན་ལོན་གང་ཡིན་པ། །དེ་ཡང་རེ་ཞིག་བསྔགས་འོས་ན། །མ་བཅོལ་ལེགས་པར་བྱེད་པ་ཡི། །བྱང་ཆུབ་སེམས་དཔའ་སྨོས་ཅི་དགོས། །	Those who repay kindness are praiseworthy for a time. What need is there to mention bodhisattvas who do good without being asked?
འགྲོ་བ་ཉུང་ཟད་ནར་མའི་ཟས་སྦྱོར་བ། །སྐད་ཅིག་ཟས་ཙམ་སྦྱིན་པར་བྱེད་པ་དང་། །བརྙས་བཅས་ཉིན་ཕྱེད་འདྲངས་པར་བྱེད་པ་ཡང་། །དགེ་བ་བྱེད་པ་ཡིན་ཞེས་སྐྱེ་བོས་བཀུར། །	Those who prepare a little ordinary food, those who give just a morsel of food, and even those who contemptuously provide enough for half a day, are honored by people as doing virtuous deeds.
The provided English text does not appear to be a translation of the Tibetan source. I'll provide a more accurate translation based on the Tibetan text:

སེམས་ཅན་གྲངས་མཐའ་ཡས་ལ་དུས་རིང་དུ། །བདེ་བར་གཤེགས་ཀྱི་བདེ་བ་བླ་ན་མེད། །ཡིད་ལ་བསམ་པ་མཐའ་དག་རྫོགས་བྱེད་པ། །རྟག་ཏུ་སྦྱིན་པ་ལྟ་ཞིག་སྨོས་ཅི་དགོས། །	For countless sentient beings, for a long time, the unsurpassed bliss of the Sugatas fulfills all wishes in the mind. What need is there to mention constant giving?
གང་ཞིག་དེ་འདྲའི་རྒྱལ་སྲས་སྦྱིན་བདག་ལ། །གལ་ཏེ་ངན་སེམས་སྐྱེད་པར་བྱེད་ན་དེ། །ངན་སེམས་བསྐྱེད་པའི་གྲངས་བཞིན་བསྐལ་པར་ནི། །དམྱལ་བར་གནས་པར་འགྱུར་ཞེས་ཐུབ་པས་གསུངས། །	Whoever harbors ill will towards such a bodhisattva benefactor, for as many eons as the number of times they generated ill will, they will dwell in hell, thus spoke the Sage.
འོན་ཏེ་གང་ཞིག་ཡིད་རབ་དང་བྱེད་ན། །དེ་ཡི་འབྲས་བུ་དེ་བས་ལྷག་པར་འཕེལ། །རྒྱལ་སྲས་རྣམས་ལ་དོ་གལ་ཆེན་པོས་ཀྱང་། །སྡིག་པ་མི་འབྱུང་དགེ་བ་ངང་གིས་འཕེལ། །	However, if one generates sincere faith, the fruits of that will increase even more. For the bodhisattvas, even in times of great urgency, no negativity arises and virtue naturally increases.
གང་ལ་སེམས་ཀྱི་དམ་པ་རིན་ཆེན་དེ། །སྐྱེས་པ་དེ་ཡི་སྐུ་ལ་ཕྱག་འཚལ་ཞིང་། །གང་ལ་གནོད་པ་བྱས་ཀྱང་བདེ་འབྲེལ་བ། །བདེ་བའི་འབྱུང་གནས་དེ་ལ་སྐྱབས་སུ་མཆི། །	I prostrate to the body of the one in whom the precious supreme mind has arisen. I take refuge in the source of happiness, which brings joy even when harmed.
རིན་ཆེན་སེམས་དེ་གཟུང་བར་བྱ་བའི་ཕྱིར། །དེ་བཞིན་གཤེགས་པ་རྣམས་དང་དམ་པའི་ཆོས། །དཀོན་མཆོག་དྲི་མ་མེད་དང་སངས་རྒྱས་སྲས། །ཡོན་ཏན་རྒྱ་མཚོ་རྣམས་ལ་ལེགས་པར་མཆོད། །	To hold fast to this precious mind, I make excellent offerings to the Tathagatas, the holy Dharma, the stainless Three Jewels, the sons of the Buddha, and these oceans of good qualities.
མེ་ཏོག་འབྲས་བུ་ཇི་སྙེད་ཡོད་པ་དང་། །སྨན་གྱི་རྣམ་པ་གང་ཞིག་ཡོད་པ་དང་། །འཇིག་རྟེན་རིན་ཆེན་ཇི་སྙེད་ཡོད་པ་དང་། །ཆུ་གཙང་ཡིད་དུ་འོང་བ་ཅི་ཡོད་དང་། །	All the flowers and fruits that exist, and whatever kinds of medicine there are, and all the precious things in the world, and all the pure and pleasing waters that exist,
The provided English translation does not match the Tibetan source text at all. I will provide a more accurate translation based on the Tibetan:

རིན་ཆེན་རི་བོ་དང་ནི་དེ་བཞིན་དུ། །ནགས་ཚལ་ས་ཕྱོགས་དབེན་ཞིང་ཉམས་དགའ་དང་། །ལྗོན་ཤིང་མེ་ཏོག་རྒྱན་སྤྲས་སྤུད་པ་དང་། །ཤིང་གང་འབྲས་བཟང་ཡལ་ག་དུད་པ་དང་། །	Precious mountains, and likewise, secluded and pleasant forest areas, trees adorned with flowers, and trees with good fruits and bowing branches.
ལྷ་སོགས་འཇིག་རྟེན་ན་ཡང་དྲི་དང་ནི། །སྤོས་དང་དཔག་བསམ་ཤིང་དང་རིན་ཆེན་ཤིང་། །མ་རྨོས་འཁྲུངས་པའི་ལོ་ཏོག་རྣམ་པ་དང་། །གཞན་ཡང་མཆོད་པར་འོས་པའི་རྒྱན་རྣམས་ནི། །	In the world of gods and others, there are fragrances, incense, wish-fulfilling trees, precious trees, spontaneously grown crops, and other ornaments worthy of offering.
མཚོ་དང་རྫིང་བུ་པདྨས་བརྒྱན་པ་དག །ངང་པ་ཤིན་ཏུ་སྐད་སྙན་ཡིད་འོང་ལྡན། །ནམ་མཁའ་རབ་འབྱམས་ཁམས་ཀྱི་མཐས་གཏུགས་ན། །ཡོངས་སུ་གཟུང་བ་མེད་པ་དེ་དག་ཀུན། །	Lakes and ponds adorned with lotuses, Where sweet-voiced and charming swans dwell. The vast expanse of sky reaching to the limits of space, All these boundless realms.
བློ་ཡིས་བླངས་ནས་ཐུབ་པ་སྐྱེས་ཀྱི་མཆོག །སྲས་དང་བཅས་པ་རྣམས་ལ་ལེགས་འབུལ་ན། །ཡོན་གནས་དམ་པ་ཐུགས་རྗེ་ཆེ་རྣམས་ཀྱིས། །བདག་ལ་བརྩེར་དགོངས་བདག་གི་འདི་དག་བཞེས། །	If I make excellent offerings to the supreme Buddha and his sons, may the holy recipients of offerings, those of great compassion, look upon me with love and accept these offerings of mine.
བདག་ནི་བསོད་ནམས་མི་ལྡན་བཀྲེན་ཆེན་ཏེ། །མཆོད་པའི་ནོར་གཞན་བདག་ལ་ཅང་མ་མཆིས། །དེས་ན་གཞན་དོན་དགོངས་པའི་མགོན་གྱིས་འདི། །བདག་གི་དོན་སླད་ཉིད་ཀྱི་མཐུས་བཞེས་ཤིག །	I am without merit, a great pauper. I have no other wealth for offerings. Therefore, O Protector who considers the welfare of others, please accept this by your own power for my sake.
རྒྱལ་དང་དེ་སྲས་རྣམས་ལ་བདག་གིས་ནི། །བདག་གི་ལུས་ཀུན་གཏན་དུ་དབུལ་བར་བགྱི། །སེམས་དཔའ་མཆོག་རྣམས་བདག་ནི་ཡོངས་བཞེས་ཤིག །གུས་པས་ཁྱེད་ཀྱི་འབངས་སུ་མཆི་བར་བགྱི། །	To the Victorious Ones and their heirs, I offer my entire body forever. Supreme Bodhisattvas, please accept me completely. With respect, I will become your servant.
བདག་ནི་ཁྱེད་ཀྱིས་ཡོངས་སུ་བཟུང་བས་ན། །སྲིད་ན་མི་འཇིགས་སེམས་ཅན་ཕན་པ་བགྱིད། །སྔོན་གྱི་སྡིག་ལས་ཡང་དག་འདའ་བགྱིད་ཅིང་། །སྡིག་པ་གཞན་ཡང་སླན་ཆད་མི་བགྱིད་དོ། །	Since I am completely embraced by you, I will benefit beings in the world without fear. I will thoroughly transcend past misdeeds, and will not commit other misdeeds in the future.
ཁྲུས་ཀྱི་ཁང་པ་ཤིན་ཏུ་དྲི་ཞིམ་པ། །ཤེལ་གྱི་ས་གཞི་གསལ་ཞིང་འཚེར་བ་ལྟར། །རིན་ཆེན་འབར་བའི་ཀ་བ་ཡིད་འོང་ལྡན། །མུ་ཏིག་འོད་ཆགས་བླ་རེ་བྲེས་པ་དེར། །	The bathing chamber is extremely fragrant. The crystal floor is clear and shining. It has lovely pillars of blazing jewels. There, a canopy of lustrous pearls is spread.
དེ་བཞིན་གཤེགས་དང་དེ་ཡི་སྲས་རྣམས་ལ། །རིན་ཆེན་བུམ་པ་མང་པོ་སྤོས་ཀྱི་ཆུ། །ཡིད་འོང་ལེགས་པར་བཀང་བ་གླུ་དང་ནི། །རོལ་མོར་བཅས་པ་དུ་མས་སྐུ་ཁྲུས་གསོལ། །	To the Tathagatas and their sons, I offer many precious vases filled with fragrant water, pleasing and well-prepared, along with songs and music, to bathe their bodies.
དེ་དག་སྐུ་ལ་མཚུངས་པ་མེད་པའི་གོས། །གཙང་ལ་དྲི་རབ་བསྒོས་པས་སྐུ་ཕྱིའོ། །དེ་ནས་དེ་ལ་ཁ་དོག་ལེགས་བསྒྱུར་བའི། །ན་བཟའ་ཤིན་ཏུ་དྲི་ཞིམ་དམ་པ་འབུལ། །	Their bodies are clothed in incomparable garments. Their bodies are wiped with clean, fragrant cloths. Then, they are offered excellently dyed robes of the finest, most fragrant quality.
གོས་བཟང་སྲབ་ལ་འཇམ་པ་སྣ་ཚོགས་དང་། །རྒྱན་མཆོག་བརྒྱ་ཕྲག་དེ་དང་དེ་དག་གིས། །འཕགས་པ་ཀུན་དུ་བཟང་དང་འཇམ་དབྱངས་དང་། །འཇིག་རྟེན་དབང་ཕྱུག་སོགས་ལའང་བརྒྱན་པར་བགྱི། །	With various fine, thin, and soft garments, and hundreds of excellent ornaments of different kinds, I will adorn Noble Samantabhadra, Manjushri, Avalokiteshvara, and others.
སྟོང་གསུམ་ཀུན་དུ་དྲི་ངད་ལྡང་བ་ཡི། །དྲི་མཆོག་རྣམས་ཀྱིས་ཐུབ་དབང་ཀུན་གྱི་སྐུ། །གསེར་སྦྱངས་བཙོ་མ་བྱི་དོར་བྱས་པ་ལྟར། །འོད་ཆགས་འབར་བ་དེ་དག་བྱུག་པར་བགྱི། །	With the finest fragrances that waft throughout the trichiliocosm, I shall anoint the bodies of all the mighty sages, gleaming and radiant like pure refined gold that has been polished.
ཐུབ་དབང་མཆོད་གནས་མཆོག་ལ་ཡིད་འོང་བའི། །མེ་ཏོག་མནྡ་ར་དང་པདྨ་དང་། །ཨུཏྤལ་ལ་སོགས་དྲི་ཞིམ་ཐམས་ཅད་དང་། །ཕྲེང་བ་སྤེལ་ལེགས་ཡིད་འོང་རྣམས་ཀྱིས་མཆོད། །	To the supreme object of worship, the Mighty Sage, I offer pleasing mandara flowers, lotuses, utpalas, and all other fragrant flowers, as well as beautiful, delightful garlands.
The provided English text does not appear to be a translation of the Tibetan source. I'll provide a more accurate translation based on the Tibetan text:

སྤོས་མཆོག་ཡིད་འཕྲོག་དྲི་ངད་ཁྱབ་པ་ཡི། །བདུག་པའི་སྤྲིན་ཚོགས་རྣམས་ཀྱང་དེ་ལ་དབུལ། །ཞལ་ཟས་བཟའ་བཏུང་སྣ་ཚོགས་བཅས་པ་ཡི། །ལྷ་བཤོས་རྣམས་ཀྱང་དེ་ལ་དབུལ་བར་བགྱི། །	I offer clouds of incense, pervaded by the captivating fragrance of supreme perfume. I also offer various foods and drinks, along with divine cakes.
གསེར་གྱི་པདྨ་ཚར་དུ་དངར་བ་ཡི། །རིན་ཆེན་སྒྲོན་མ་རྣམས་ཀྱང་དབུལ་བར་བགྱི། །ས་གཞི་བསྟར་བ་སྤོས་ཀྱིས་བྱུགས་པ་དེར། །མེ་ཏོག་ཡིད་འོང་སིལ་མ་དགྲམ་པར་བྱ། །	I offer precious lamps of golden lotuses in full bloom. On the ground spread with fragrant incense, I scatter beautiful flower petals.
གཞལ་མེད་ཕོ་བྲང་བསྟོད་དབྱངས་ཡིད་འོང་ལྡན། །མུ་ཏིག་རིན་ཆེན་རྒྱན་འཕྱང་མཛེས་འབར་བ། །དཔག་ཡས་ནམ་མཁའི་རྒྱན་གྱུར་དེ་དག་ཀྱང་། །ཐུགས་རྗེའི་རང་བཞིན་ཅན་ལ་དབུལ་བར་བགྱི། །	The immeasurable palace, filled with melodious praise and beauty, adorned with hanging jewels and pearls blazing with splendor, and those boundless ornaments of the sky, I offer to the compassionate one.
རིན་ཆེན་གདུགས་མཛེས་གསེར་གྱི་ཡུ་བ་ཅན། །ཁོར་ཡུག་རྒྱན་གྱི་རྣམ་པ་ཡིད་འོང་ལྡན། །དབྱིབས་ལེགས་བལྟ་ན་སྡུག་པ་བསྒྲེང་བ་ཡང་། །རྟག་ཏུ་ཐུབ་དབང་རྣམས་ལ་དབུལ་བར་བགྱི། །	I shall always offer to the mighty sages beautiful precious parasols with golden handles, adorned with pleasing ornaments all around, of fine shape and lovely to behold.
དེ་ལས་གཞན་ཡང་མཆོད་པའི་ཚོགས། །རོལ་མོ་དབྱངས་སྙན་ཡིད་འོང་ལྡན། །སེམས་ཅན་སྔག་བསྔལ་ཚིམ་བྱེད་པའི། །སྤྲིན་རྣམས་སོ་སོར་གནས་གྱུར་ཅིག །	May there also be clouds of offerings, Sweet and pleasing music and melodies, That satisfy and relieve the suffering of beings, Each abiding in its own place.
དམ་ཆོས་དཀོན་མཆོག་ཐམས་ཅད་དང་། །མཆོད་རྟེན་རྣམས་དང་སྐུ་གཟུགས་ལ། །རིན་ཆེན་མེ་ཏོག་ལ་སོགས་ཆར། །རྒྱུན་མི་འཆད་པར་འབབ་པར་ཤོག །	May a continuous rain of precious jewels, flowers, and the like fall uninterruptedly upon all the sacred Dharma, the stupas, and the images.
ཇི་ལྟར་འཇམ་དབྱངས་ལ་སོགས་པས། །རྒྱལ་བ་རྣམས་ལ་མཆོད་མཛད་པ། །དེ་བཞིན་བདག་གིས་དེ་བཞིན་གཤེགས། །མགོན་པོ་སྲས་དང་བཅས་རྣམས་མཆོད། །	Just as Manjushri and others make offerings to the Victorious Ones, likewise I make offerings to the Tathagatas, the Protectors, along with their sons.
ཡོན་ཏན་རྒྱ་མཚོ་རྣམས་ལ་བདག །བསྟོད་དབྱངས་ཡན་ལག་རྒྱ་མཚོས་བསྟོ།།བསྟོད་དབྱངས་སྙན་སྤྲིན་དེ་དག་ལ། །ངེས་པར་ཀུན་དུ་འབྱུང་གྱུར་ཅིག །	To those with oceans of qualities, I offer praise with oceans of melodious verses. May these clouds of sweet praises certainly arise everywhere.
དུས་གསུམ་གཤེགས་པའི་སངས་རྒྱས་ཀུན། །ཆོས་དང་ཚོགས་ཀྱི་མཆོག་བཅས་ལ། །ཞིང་རྡུལ་ཀུན་གྱི་གྲངས་སྙེད་ཀྱི། །ལུས་བཏུད་པ་ཡིས་བདག་ཕྱག་འཚལ། །	To all the Buddhas of the three times, along with the supreme Dharma and Sangha, I prostrate with as many bodies as there are atoms in all realms.
