Word,Translation,Line,Verse
ཕྱག་འཚལ་,prostrate,ལུས་བཏུད་པ་ཡིས་བདག་ཕྱག་འཚལ། །,དུས་གསུམ་གཤེགས་པའི་སངས་རྒྱས་ཀུན། །ཆོས་དང་ཚོགས་ཀྱི་མཆོག་བཅས་ལ། །ཞིང་རྡུལ་ཀུན་གྱི་གྲངས་སྙེད་ཀྱི། །ལུས་བཏུད་པ་ཡིས་བདག་ཕྱག་འཚལ། །
ཕྱག་འཚལ་,pay homage,བྱང་ཆུབ་སེམས་ཀྱི་གཞི་རྣམས་དང་། །མཆོད་རྟེན་རྣམས་ལ་བདག་ཕྱག་འཚལ། །,བྱང་ཆུབ་སེམས་ཀྱི་གཞི་རྣམས་དང་། །མཆོད་རྟེན་རྣམས་ལ་བདག་ཕྱག་འཚལ། །མཁན་པོ་དེ་བཞིན་སློབ་དཔོན་དང་། །བརྟུལ་ཞུགས་མཆོག་ལ་ཕྱག་འཚལ་ལོ། །
འཇུག་པ་,engage,།བདེ་གཤེགས་སྲས་ཀྱི་སྡོམ་ལ་འཇུག་པ་ནི།,བདེ་གཤེགས་ཆོས་ཀྱི་སྐུ་མངའ་སྲས་བཅས་དང་། །ཕྱག་འོས་ཀུན་ལའང་གུས་པར་ཕྱག་འཚལ་ཏེ། །བདེ་གཤེགས་སྲས་ཀྱི་སྡོམ་ལ་འཇུག་པ་ནི། །ལུང་བཞིན་མདོར་བསྡུས་ནས་ནི་བརྗོད་པར་བྱ། །
འཇུག་པ་,become involved,ཀུན་ལ་འཇུག་པར་གྱུར་པ་ན། །,བྲེ་མོའི་གཏམ་ནི་སྣ་ཚོགས་དང་། །ངོ་མཚར་ལྟད་མོ་རྣམ་མང་པོ། །ཀུན་ལ་འཇུག་པར་གྱུར་པ་ན། །དེ་ལ་ཆགས་པ་སྤང་བར་བྱ། །
འཇུག་པ་,enter,གང་ཕྱིར་སྐུ་གཏོང་མནར་མེད་འཇུག་པ་ལ། །,གང་ཕྱིར་སྐུ་གཏོང་མནར་མེད་འཇུག་པ་ལ། །དེ་ལ་ཕན་བཏགས་ལན་ལོན་འགྱུར་བས་ན། །དེ་བས་འདི་དག་གནོད་ཆེན་བྱེད་ན་ཡང་། །ཐམས་ཅད་བཟང་དགུ་ཞིག་ཏུ་སྤྱད་པར་བྱ། །
འཇུག་པ་,entering,འཇུག་པ་རྣམ་པར་བརྩམས་པ་ཡི། །,བདག་གིས་བྱང་ཆུབ་སྤྱོད་པ་ལ། །འཇུག་པ་རྣམ་པར་བརྩམས་པ་ཡི། །དགེ་བ་གང་དེས་འགྲོ་བ་ཀུན། །བྱང་ཆུབ་སྤྱོད་ལ་འཇུག་པར་ཤོག །
ལུང་,scriptures,།ལུང་བཞིན་མདོར་བསྡུས་ནས་ནི་བརྗོད་པར་བྱ།,བདེ་གཤེགས་ཆོས་ཀྱི་སྐུ་མངའ་སྲས་བཅས་དང་། །ཕྱག་འོས་ཀུན་ལའང་གུས་པར་ཕྱག་འཚལ་ཏེ། །བདེ་གཤེགས་སྲས་ཀྱི་སྡོམ་ལ་འཇུག་པ་ནི། །ལུང་བཞིན་མདོར་བསྡུས་ནས་ནི་བརྗོད་པར་བྱ། །
ལུང་,scripture,ཀུན་རྫོབ་བམ་ནི་དེ་ཉིད་དུའང་། །རུང་སྟེ་དེར་འབྲས་ལུང་ལས་ཡིན།,ཀུན་རྫོབ་བམ་ནི་དེ་ཉིད་དུའང་། །རུང་སྟེ་དེར་འབྲས་ལུང་ལས་ཡིན། །དཔེར་ན་བདེན་པའི་སངས་རྒྱས་ལ། །ཇི་ལྟར་འབྲས་བུར་བཅས་པ་བཞིན། །
མདོར་བསྡུས་,brief,།ལུང་བཞིན་མདོར་བསྡུས་ནས་ནི་བརྗོད་པར་བྱ།,བདེ་གཤེགས་ཆོས་ཀྱི་སྐུ་མངའ་སྲས་བཅས་དང་། །ཕྱག་འོས་ཀུན་ལའང་གུས་པར་ཕྱག་འཚལ་ཏེ། །བདེ་གཤེགས་སྲས་ཀྱི་སྡོམ་ལ་འཇུག་པ་ནི། །ལུང་བཞིན་མདོར་བསྡུས་ནས་ནི་བརྗོད་པར་བྱ། །
མདོར་བསྡུས་,in brief,བྱང་ཆུབ་སེམས་དེ་མདོར་བསྡུས་ན། །རྣམ་པ་གཉིས་སུ་ཤེས་བྱ་སྟེ། །,བྱང་ཆུབ་སེམས་དེ་མདོར་བསྡུས་ན། །རྣམ་པ་གཉིས་སུ་ཤེས་བྱ་སྟེ། །བྱང་ཆུབ་སྨོན་པའི་སེམས་དང་ནི། །བྱང་ཆུབ་འཇུག་པ་ཉིད་ཡིན་ནོ། །
སྔོན་ཆད་,before,སྔོན་ཆད་མ་བྱུང་བ་ཡང་འདིར་བརྗོད་མེད། །,སྔོན་ཆད་མ་བྱུང་བ་ཡང་འདིར་བརྗོད་མེད། །སྡེབ་སྦྱོར་མཁས་པའང་བདག་ལ་ཡོད་མིན་ཏེ། །དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད། །རང་གི་ཡིད་ལ་བསྒོམ་ཕྱིར་ངས་འདི་བརྩམས། །
སྔོན་ཆད་,In the past,སྔོན་ཆད་ཁྱེད་ཀྱི་བཀའ་ལས་འདས། །,སྔོན་ཆད་ཁྱེད་ཀྱི་བཀའ་ལས་འདས། །ད་ནི་འཇིགས་པ་ཆེ་མཐོང་ནས། །ཁྱེད་ལ་སྐྱབས་སུ་མཆི་ལགས་ཀྱིས། །འཇིགས་པ་མྱུར་དུ་བསལ་དུ་གསོལ། །
སྔོན་ཆད་,past,སྔོན་ཆད་མྱོང་སྟེ་ཞིག་པ་ལས། །,སྔོན་ཆད་མྱོང་སྟེ་ཞིག་པ་ལས། །བདག་ལ་ལྷག་པ་ཅི་ཡོད་ན། །བདག་ནི་དེ་ལ་མངོན་ཞེན་ནས། །བླ་མའི་བཀའ་དང་འགལ་བར་བྱས། །
སྔོན་ཆད་,previously,ལས་དེ་སྔོན་ཆད་ཅི་ཕྱིར་བྱས། །,གང་གིས་གཞན་དག་གནོད་བྱེད་པའི། །ལས་དེ་སྔོན་ཆད་ཅི་ཕྱིར་བྱས། །ཐམས་ཅད་ལས་ལ་རག་ལས་ན། །བདག་གིས་འདི་ལ་ཅི་སྟེ་བཀོན། །
བརྗོད་,said,སྔོན་ཆད་མ་བྱུང་བ་ཡང་འདིར་བརྗོད་མེད། །,སྔོན་ཆད་མ་བྱུང་བ་ཡང་འདིར་བརྗོད་མེད། །སྡེབ་སྦྱོར་མཁས་པའང་བདག་ལ་ཡོད་མིན་ཏེ། །དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད། །རང་གི་ཡིད་ལ་བསྒོམ་ཕྱིར་ངས་འདི་བརྩམས། །
བརྗོད་,say,འགའ་ཞིག་མིག་ལམ་སྣང་གྱུར་ན། །བལྟས་ནས་འོངས་པ་ལེགས་ཞེས་བརྗོད། །,ལྟ་བ་ངལ་བསོའི་ཆེད་དུ་ནི། །རེས་འགའ་ཕྱོགས་སུ་བལྟ་བར་བྱ། །འགའ་ཞིག་མིག་ལམ་སྣང་གྱུར་ན། །བལྟས་ནས་འོངས་པ་ལེགས་ཞེས་བརྗོད། །
བརྗོད་,praise,ལྐོག་ན་ཡོན་ཏན་བརྗོད་བྱ་ཞིང་།,ལྐོག་ན་ཡོན་ཏན་བརྗོད་བྱ་ཞིང་། །ཡོན་ཏན་བརྗོད་ན་རྗེས་སུ་བརྗོད། །རང་གི་ཡོན་ཏན་བརྗོད་ན་དེ། །ཡོན་ཏན་ཤེས་པར་རིག་པར་བྱ། །
བརྗོད་,speaking,།རང་གི་ཡོན་ཏན་བརྗོད་ན་དེ།,ལྐོག་ན་ཡོན་ཏན་བརྗོད་བྱ་ཞིང་། །ཡོན་ཏན་བརྗོད་ན་རྗེས་སུ་བརྗོད། །རང་གི་ཡོན་ཏན་བརྗོད་ན་དེ། །ཡོན་ཏན་ཤེས་པར་རིག་པར་བྱ། །
བརྗོད་,speak,གཞན་ལ་མི་སྙན་བརྗོད་ལའང་ཁྱོད། །དེ་བཞིན་ཅི་སྟེ་ཁྲོ་མི་བྱེད། །,གལ་ཏེ་སེམས་ཅན་ཉམས་བྱེད་པས། །མི་སྙན་སྨྲ་ལ་ཁྲོ་ཞེ་ན། །གཞན་ལ་མི་སྙན་བརྗོད་ལའང་ཁྱོད། །དེ་བཞིན་ཅི་སྟེ་ཁྲོ་མི་བྱེད། །
བརྗོད་,spoken,མི་སྙན་བརྗོད་ན་ཁོང་ཁྲོ་སྐྱེ། །,མཐོ་ལ་ཕྲག་དོག་མཉམ་དང་འགྲན། །དམའ་ལ་ང་རྒྱལ་བསྟོད་ན་དྲེགས། །མི་སྙན་བརྗོད་ན་ཁོང་ཁྲོ་སྐྱེ། །ནམ་ཞིག་བྱིས་ལས་ཕན་པ་ཐོབ།
བརྗོད་,declares,བློ་ནི་གསལ་བ་ཉིད་ཡིན་ཞེས། །གང་གིས་ཤེས་ནས་དེ་སྐད་བརྗོད། །,མར་མེ་གསལ་བར་བྱེད་དོ་ཞེས། །ཤེས་པས་ཤེས་ཏེ་རྗོད་བྱེད་ན། །བློ་ནི་གསལ་བ་ཉིད་ཡིན་ཞེས། །གང་གིས་ཤེས་ནས་དེ་སྐད་བརྗོད། །
བརྗོད་,described,དེ་ན་བརྗོད་ཀྱང་དོན་མེད་དོ། །,གང་ཚེ་འགས་ཀྱང་མཐོང་མིན་ན། །གསལ་བའམ་ནི་མི་གསལ་བ། །མོ་གཤམ་བུ་མོའི་འགྱིང་བག་བཞིན། །དེ་ན་བརྗོད་ཀྱང་དོན་མེད་དོ། །
མཁས་པ་,skill,སྡེབ་སྦྱོར་མཁས་པའང་བདག་ལ་ཡོད་མིན་ཏེ། །,སྔོན་ཆད་མ་བྱུང་བ་ཡང་འདིར་བརྗོད་མེད། །སྡེབ་སྦྱོར་མཁས་པའང་བདག་ལ་ཡོད་མིན་ཏེ། །དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད། །རང་གི་ཡིད་ལ་བསྒོམ་ཕྱིར་ངས་འདི་བརྩམས། །
མཁས་པ་,wise person,དེ་བཞིན་མཁས་པས་འདི་གཉིས་ཀྱི། །,འགྲོ་བར་འདོད་དང་འགྲོ་བ་ཡི། །བྱེ་བྲག་ཇི་ལྟར་ཤེས་པ་ལྟར། །དེ་བཞིན་མཁས་པས་འདི་གཉིས་ཀྱི། །བྱེ་བྲག་རིམ་བཞིན་ཤེས་པར་བྱ། །
མཁས་པ་,wise ones,དེ་ལྟར་གནས་པའི་མཁས་པ་ལ། །བསོད་ནམས་མི་འགྱུར་གང་ཡང་མེད། །,རྒྱལ་སྲས་རྣམས་ཀྱིས་མི་བསླབ་པ། །དེ་ནི་གང་ཡང་ཡོད་མིན་ཏེ། །དེ་ལྟར་གནས་པའི་མཁས་པ་ལ། །བསོད་ནམས་མི་འགྱུར་གང་ཡང་མེད། །
མཁས་པ་,skilled,ཐེག་ཆེན་དོན་ལ་མཁས་པ་དང་། །,རྟག་པར་དགེ་བའི་བཤེས་གཉེན་ནི། །ཐེག་ཆེན་དོན་ལ་མཁས་པ་དང་། །བྱང་ཆུབ་སེམས་དཔའི་བརྟུལ་ཞུགས་མཆོག །སྲོག་གི་ཕྱིར་ཡང་མི་བཏང་ངོ་། །
མཁས་པ་,wise,མཁས་པས་སྡུག་བསྔལ་བྱུང་ཡང་ནི། །,མཁས་པས་སྡུག་བསྔལ་བྱུང་ཡང་ནི། །སེམས་ཀྱི་རབ་དང་རྙོག་མི་བྱ། །ཉོན་མོངས་རྣམས་དང་གཡུལ་འགྱེད་ལ། །གཡུལ་འགྱེད་ཚེ་ན་གནོད་པ་མང་། །
མཁས་པ་,wisdom,མཁས་པའི་ཕྱིར་ན་མི་དགའ་མེད། །,སྡིག་པ་སྤང་ཕྱིར་སྡུག་བསྔལ་མེད། །མཁས་པའི་ཕྱིར་ན་མི་དགའ་མེད། །འདི་ལྟར་ལོག་པར་རྟོག་པ་དང་། །སྡིག་པས་སེམས་དང་ལུས་ལ་གནོད། །
བདག་,I,སྡེབ་སྦྱོར་མཁས་པའང་བདག་ལ་ཡོད་མིན་ཏེ། །,སྔོན་ཆད་མ་བྱུང་བ་ཡང་འདིར་བརྗོད་མེད། །སྡེབ་སྦྱོར་མཁས་པའང་བདག་ལ་ཡོད་མིན་ཏེ། །དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད། །རང་གི་ཡིད་ལ་བསྒོམ་ཕྱིར་ངས་འདི་བརྩམས། །
བདག་,my,དགེ་བ་བསྒོམ་ཕྱིར་བདག་གི་དད་པའི་ཤུགས། །,དགེ་བ་བསྒོམ་ཕྱིར་བདག་གི་དད་པའི་ཤུགས། །འདི་དག་གིས་ཀྱང་རེ་ཞིག་འཕེལ་འགྱུར་ལ། །བདག་དང་སྐལ་བ་མཉམ་པ་གཞན་གྱིས་ཀྱང་། །ཅི་སྟེ་འདི་དག་མཐོང་ན་དོན་ཡོད་འགྱུར། །
བདག་,me,།བདག་ལ་བརྩེར་དགོངས་བདག་གི་འདི་དག་བཞེས།,བློ་ཡིས་བླངས་ནས་ཐུབ་པ་སྐྱེས་ཀྱི་མཆོག །སྲས་དང་བཅས་པ་རྣམས་ལ་ལེགས་འབུལ་ན། །ཡོན་གནས་དམ་པ་ཐུགས་རྗེ་ཆེ་རྣམས་ཀྱིས། །བདག་ལ་བརྩེར་དགོངས་བདག་གི་འདི་དག་བཞེས། །
བདག་,myself,།དགེ་བ་བདག་གིས་མ་བྱས་ན། །,གང་ཚེ་དགེ་སྤྱད་སྐལ་ལྡན་ཡང་། །དགེ་བ་བདག་གིས་མ་བྱས་ན། །ངན་སོང་སྡུག་བསྔལ་ཀུན་རྨོངས་པ། །དེ་ཚེ་བདག་གིས་ཅི་བྱར་ཡོད། །
བདག་,"['I', 'myself']",བདག་ལ་འདིར་སེམས་མེད་དུ་ཟད། །,སྔགས་ཀྱིས་རྨོངས་པར་བྱས་པ་བཞིན། །བདག་ལ་འདིར་སེམས་མེད་དུ་ཟད། །ཅིས་རྨོངས་བདག་ཀྱང་མ་ཤེས་ཏེ། །བདག་གི་ཁོང་ན་ཅི་ཞིག་ཡོད། །
བདག་,oneself,ཁ་ན་མ་ཐོ་མེད་དངོས་ལ། །བདག་དང་སེམས་ཅན་དབང་བྱས་ཤིང་། །,ཁ་ན་མ་ཐོ་མེད་དངོས་ལ། །བདག་དང་སེམས་ཅན་དབང་བྱས་ཤིང་། །སྤྲུལ་པ་བཞིན་དུ་ང་མེད་པར། །ཡིད་འདི་རྟག་ཏུ་གཟུང་བར་བྱ། །
བདག་,self,གཙོ་བོ་ཞེས་བྱར་གང་འདོད་དང་། །བདག་ཅེས་བརྟགས་པ་གང་ཡིན་པ། །,གཙོ་བོ་ཞེས་བྱར་གང་འདོད་དང་། །བདག་ཅེས་བརྟགས་པ་གང་ཡིན་པ། །དེ་ཉིད་བདག་ནི་འབྱུང་བྱ་ཞེས། །ཆེད་དུ་བསམས་ཤིང་འབྱུང་བ་མེད། །
བདག་,Himself,བདག་ཏུ་མཛད་པ་འདི་ལ་ཐེ་ཚོམ་མེད། །,འགྲོ་བ་འདི་ཀུན་ཐུགས་རྗེའི་བདག་ཅན་དེས། །བདག་ཏུ་མཛད་པ་འདི་ལ་ཐེ་ཚོམ་མེད། །སེམས་ཅན་ངོ་བོར་མཐོང་བ་འདི་དག་ཉིད། །མགོན་དེ་བདག་ཉིད་ཅི་ཕྱིར་གུས་མི་བྱེད། །
བདག་,"['me', 'mine']",གལ་ཏེ་བདག་གི་སྡུག་བསྔལ་གྱིས། །གཞན་གྱི་ལུས་ལ་མི་གནོད་པ། །,གལ་ཏེ་བདག་གི་སྡུག་བསྔལ་གྱིས། །གཞན་གྱི་ལུས་ལ་མི་གནོད་པ། །དེ་ལྟའང་དེ་བདག་སྡུག་བསྔལ་དེ། །བདག་ཏུ་ཞེན་པས་མི་བཟོད་ཉིད། །
བདག་,one's own,གལ་ཏེ་བཟློག་ནའང་ཐམས་ཅད་བཟློག །དེ་མིན་བདག་ཀྱང་སེམས་ཅན་བཞིན། །,ཅི་ཕྱིར་ཀུན་གྱི་སྡུག་བསྔལ་ནི། །བཟློག་པར་བྱ་ཞེས་བརྩད་དུ་མེད། །གལ་ཏེ་བཟློག་ནའང་ཐམས་ཅད་བཟློག །དེ་མིན་བདག་ཀྱང་སེམས་ཅན་བཞིན། །
བདག་,own,བདག་གི་ལུས་ལ་ཅི་མཐོང་བ། །,དེས་ན་སེམས་ཅན་གཙོར་བྱ་སྟེ། །བདག་གི་ལུས་ལ་ཅི་མཐོང་བ། །དེ་དང་དེ་ནི་ཕྲོགས་ནས་ཀྱང་། །གཞན་དག་ལ་ནི་ཕན་པར་སྤྱོད། །
བདག་,yourself,དམན་སོགས་བདག་ཏུ་བྱས་པ་དང་།,དམན་སོགས་བདག་ཏུ་བྱས་པ་དང་། །གཞན་ཉིད་དུ་ནི་བདག་བྱས་ནས། །རྣམ་རྟོག་མེད་པའི་སེམས་ཀྱིས་སུ། །ཕྲག་དོག་འགྲན་དང་ང་རྒྱལ་བསྒོམ། །
བདག་,my own,བདག་གི་རྙེད་དང་བཀུར་སྟི་ནི། །,བདག་དང་མཉམ་ལ་བལྟས་ནས་ནི། །གང་གིས་རང་ཉིད་ལྷག་བྱའི་ཕྱིར། །བདག་གི་རྙེད་དང་བཀུར་སྟི་ནི། །རྩོད་པ་ཡིས་ཀྱང་ངེས་པར་བསྒྲུབ། །
བདག་,you,བདག་གི་ཉེས་པ་ཆུང་བྱས་ཀྱང་། །སྐྱེ་བོ་མང་ལ་རབ་ཏུ་ཤོགས། །,གཞན་གྱིས་ཉེས་པ་བྱས་པ་ཡང་། །རང་གི་སྐྱོན་དུ་བསྒྱུར་བྱོས་ལ། །བདག་གི་ཉེས་པ་ཆུང་བྱས་ཀྱང་། །སྐྱེ་བོ་མང་ལ་རབ་ཏུ་ཤོགས། །
བདག་,your own,མདོར་ན་བདག་གི་དོན་གྱི་ཕྱིར། །ཁྱོད་ཀྱིས་གཞན་ལ་གནོད་བྱས་གང་།,མདོར་ན་བདག་གི་དོན་གྱི་ཕྱིར། །ཁྱོད་ཀྱིས་གཞན་ལ་གནོད་བྱས་གང་། །གནོད་དེ་སེམས་ཅན་དོན་གྱི་ཕྱིར། །བདག་ཉིད་ལ་ནི་འབབ་པར་གྱིས། །
བདག་,itself,སྔོ་ཉིད་མིན་ལ་སྔོན་པོར་དེ། །བདག་གིས་བདག་ཉིད་བྱས་པ་མེད། །,དེ་བཞིན་འགའ་ཞིག་གཞན་ལ་ནི། །ལྟོས་དང་ལྟོས་མེད་པ་ཡང་མཐོང་། །སྔོ་ཉིད་མིན་ལ་སྔོན་པོར་དེ། །བདག་གིས་བདག་ཉིད་བྱས་པ་མེད། །
ཡོད་མིན་,do not possess,སྡེབ་སྦྱོར་མཁས་པའང་བདག་ལ་ཡོད་མིན་ཏེ། །,སྔོན་ཆད་མ་བྱུང་བ་ཡང་འདིར་བརྗོད་མེད། །སྡེབ་སྦྱོར་མཁས་པའང་བདག་ལ་ཡོད་མིན་ཏེ། །དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད། །རང་གི་ཡིད་ལ་བསྒོམ་ཕྱིར་ངས་འདི་བརྩམས། །
ཡོད་མིན་,does not exist,གཅིག་ལ་རང་བཞིན་གསུམ་ཉིད་ནི། །རིགས་མིན་དེས་ན་དེ་ཡོད་མིན། །,གཅིག་ལ་རང་བཞིན་གསུམ་ཉིད་ནི། །རིགས་མིན་དེས་ན་དེ་ཡོད་མིན། །དེ་བཞིན་ཡོན་ཏན་ཡོད་མིན་ཏེ། །དེ་ཡང་སོ་སོར་རྣམ་གསུམ་ཕྱིར། །
