Word,Translation,Context,Source,Source Translation
སྲས་,child,རྒྱལ་བའི་མདུན་གནས་བདེ་གཤེགས་སྲས་སུ་དགེ་བས་འགྱུར། །,རྒྱ་ཆེ་དྲི་བཟང་བསིལ་བའི་པདྨའི་སྙིང་པོར་གནས། །རྒྱལ་བའི་གསུང་སྙན་ཟས་ཀྱིས་གཟི་བརྗིད་བསྐྱེད་བྱས་པ། །ཐུབ་འོད་ཀྱིས་རྒྱས་པདྨ་ལས་བྱུང་ལུས་མཆོག་ཅན། །རྒྱལ་བའི་མདུན་གནས་བདེ་གཤེགས་སྲས་སུ་དགེ་བས་འགྱུར། །,"Dwelling in the heart of a vast, fragrant, and cool lotus,
Nourished and made resplendent by the Buddha's sweet speech as sustenance,
Emerging from a lotus expanded by the Sage's light, with a supreme body,
One becomes a child of the Tathagatas, present before the Victorious Ones, through virtue."
བརྗོད་,said,སྔོན་ཆད་མ་བྱུང་བ་ཡང་འདིར་བརྗོད་མེད། །,སྔོན་ཆད་མ་བྱུང་བ་ཡང་འདིར་བརྗོད་མེད། །སྡེབ་སྦྱོར་མཁས་པའང་བདག་ལ་ཡོད་མིན་ཏེ། །དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད། །རང་གི་ཡིད་ལ་བསྒོམ་ཕྱིར་ངས་འདི་བརྩམས། །,"There is nothing said here that has not been said before,
Nor do I possess skill in composition.
Therefore, I have no intention to benefit others;
I have composed this to cultivate my own mind."
བརྗོད་,say,འགའ་ཞིག་མིག་ལམ་སྣང་གྱུར་ན། །བལྟས་ནས་འོངས་པ་ལེགས་ཞེས་བརྗོད། །,ལྟ་བ་ངལ་བསོའི་ཆེད་དུ་ནི། །རེས་འགའ་ཕྱོགས་སུ་བལྟ་བར་བྱ། །འགའ་ཞིག་མིག་ལམ་སྣང་གྱུར་ན། །བལྟས་ནས་འོངས་པ་ལེགས་ཞེས་བརྗོད། །,"To rest one's gaze, occasionally look around.
If someone appears in your line of sight,
Look at them and say, ""It's good that you've come."""
བརྗོད་,praise,ལྐོག་ན་ཡོན་ཏན་བརྗོད་བྱ་ཞིང་།,ལྐོག་ན་ཡོན་ཏན་བརྗོད་བྱ་ཞིང་། །ཡོན་ཏན་བརྗོད་ན་རྗེས་སུ་བརྗོད། །རང་གི་ཡོན་ཏན་བརྗོད་ན་དེ། །ཡོན་ཏན་ཤེས་པར་རིག་པར་བྱ། །,"Praise qualities in one's absence,
And when qualities are praised, join in the praise.
When speaking of one's own qualities,
Recognize them as virtues without pride."
བརྗོད་,speaking,།རང་གི་ཡོན་ཏན་བརྗོད་ན་དེ།,ལྐོག་ན་ཡོན་ཏན་བརྗོད་བྱ་ཞིང་། །ཡོན་ཏན་བརྗོད་ན་རྗེས་སུ་བརྗོད། །རང་གི་ཡོན་ཏན་བརྗོད་ན་དེ། །ཡོན་ཏན་ཤེས་པར་རིག་པར་བྱ། །,"Praise qualities in one's absence,
And when qualities are praised, join in the praise.
When speaking of one's own qualities,
Recognize them as virtues without pride."
བརྗོད་,speak,གཞན་ལ་མི་སྙན་བརྗོད་ལའང་ཁྱོད། །དེ་བཞིན་ཅི་སྟེ་ཁྲོ་མི་བྱེད། །,གལ་ཏེ་སེམས་ཅན་ཉམས་བྱེད་པས། །མི་སྙན་སྨྲ་ལ་ཁྲོ་ཞེ་ན། །གཞན་ལ་མི་སྙན་བརྗོད་ལའང་ཁྱོད། །དེ་བཞིན་ཅི་སྟེ་ཁྲོ་མི་བྱེད། །,"If you become angry at those who harm sentient beings
By speaking unpleasantly about you,
Why then do you not similarly become angry
At those who speak unpleasantly about others?"
བརྗོད་,spoken,མི་སྙན་བརྗོད་ན་ཁོང་ཁྲོ་སྐྱེ། །,མཐོ་ལ་ཕྲག་དོག་མཉམ་དང་འགྲན། །དམའ་ལ་ང་རྒྱལ་བསྟོད་ན་དྲེགས། །མི་སྙན་བརྗོད་ན་ཁོང་ཁྲོ་སྐྱེ། །ནམ་ཞིག་བྱིས་ལས་ཕན་པ་ཐོབ།,"Envy the high and compete with equals,
Show pride to the low and become arrogant when praised.
Anger arises when unpleasant words are spoken.
When will benefit ever come from such childish behavior?"
བརྗོད་,declares,བློ་ནི་གསལ་བ་ཉིད་ཡིན་ཞེས། །གང་གིས་ཤེས་ནས་དེ་སྐད་བརྗོད། །,མར་མེ་གསལ་བར་བྱེད་དོ་ཞེས། །ཤེས་པས་ཤེས་ཏེ་རྗོད་བྱེད་ན། །བློ་ནི་གསལ་བ་ཉིད་ཡིན་ཞེས། །གང་གིས་ཤེས་ནས་དེ་སྐད་བརྗོད། །,"If one says, understanding through knowledge,
""A lamp illuminates itself,""
Then who understands and declares
That consciousness itself is luminous?"
བརྗོད་,described,དེ་ན་བརྗོད་ཀྱང་དོན་མེད་དོ། །,གང་ཚེ་འགས་ཀྱང་མཐོང་མིན་ན། །གསལ་བའམ་ནི་མི་གསལ་བ། །མོ་གཤམ་བུ་མོའི་འགྱིང་བག་བཞིན། །དེ་ན་བརྗོད་ཀྱང་དོན་མེད་དོ། །,"When [consciousness] is not seen by anyone,
Whether clear or unclear,
Like the grace of a barren woman's daughter,
Even if described, it is meaningless."
མཁས་པ་,skill,སྡེབ་སྦྱོར་མཁས་པའང་བདག་ལ་ཡོད་མིན་ཏེ། །,སྔོན་ཆད་མ་བྱུང་བ་ཡང་འདིར་བརྗོད་མེད། །སྡེབ་སྦྱོར་མཁས་པའང་བདག་ལ་ཡོད་མིན་ཏེ། །དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད། །རང་གི་ཡིད་ལ་བསྒོམ་ཕྱིར་ངས་འདི་བརྩམས། །,"There is nothing said here that has not been said before,
Nor do I possess skill in composition.
Therefore, I have no intention to benefit others;
I have composed this to cultivate my own mind."
མཁས་པ་,wise person,དེ་བཞིན་མཁས་པས་འདི་གཉིས་ཀྱི། །,འགྲོ་བར་འདོད་དང་འགྲོ་བ་ཡི། །བྱེ་བྲག་ཇི་ལྟར་ཤེས་པ་ལྟར། །དེ་བཞིན་མཁས་པས་འདི་གཉིས་ཀྱི། །བྱེ་བྲག་རིམ་བཞིན་ཤེས་པར་བྱ། །,"Just as one understands the difference
Between wishing to go and actually going,
So should the wise person understand
The distinction between these two in sequence."
མཁས་པ་,wise ones,དེ་ལྟར་གནས་པའི་མཁས་པ་ལ། །བསོད་ནམས་མི་འགྱུར་གང་ཡང་མེད། །,རྒྱལ་སྲས་རྣམས་ཀྱིས་མི་བསླབ་པ། །དེ་ནི་གང་ཡང་ཡོད་མིན་ཏེ། །དེ་ལྟར་གནས་པའི་མཁས་པ་ལ། །བསོད་ནམས་མི་འགྱུར་གང་ཡང་མེད། །,"There is nothing that the sons of the conquerors should not learn.
For the wise ones who abide in such a way,
There is nothing that does not become meritorious."
མཁས་པ་,skilled,ཐེག་ཆེན་དོན་ལ་མཁས་པ་དང་། །,རྟག་པར་དགེ་བའི་བཤེས་གཉེན་ནི། །ཐེག་ཆེན་དོན་ལ་མཁས་པ་དང་། །བྱང་ཆུབ་སེམས་དཔའི་བརྟུལ་ཞུགས་མཆོག །སྲོག་གི་ཕྱིར་ཡང་མི་བཏང་ངོ་། །,"Always rely on a virtuous spiritual friend
Who is skilled in the meaning of the Great Vehicle
And supreme in the discipline of bodhisattvas.
Do not abandon them even at the cost of your life."
མཁས་པ་,wise,མཁས་པས་སྡུག་བསྔལ་བྱུང་ཡང་ནི། །,མཁས་པས་སྡུག་བསྔལ་བྱུང་ཡང་ནི། །སེམས་ཀྱི་རབ་དང་རྙོག་མི་བྱ། །ཉོན་མོངས་རྣམས་དང་གཡུལ་འགྱེད་ལ། །གཡུལ་འགྱེད་ཚེ་ན་གནོད་པ་མང་། །,"Even when suffering arises, the wise do not disturb
The clarity and calmness of their minds.
When battling against afflictions,
Many harms occur during the conflict."
མཁས་པ་,wisdom,མཁས་པའི་ཕྱིར་ན་མི་དགའ་མེད། །,སྡིག་པ་སྤང་ཕྱིར་སྡུག་བསྔལ་མེད། །མཁས་པའི་ཕྱིར་ན་མི་དགའ་མེད། །འདི་ལྟར་ལོག་པར་རྟོག་པ་དང་། །སྡིག་པས་སེམས་དང་ལུས་ལ་གནོད། །,"By abandoning negative actions, there is no suffering.
Due to wisdom, there is no dissatisfaction.
Thus, misconceptions
And negative actions harm both mind and body."
བདག་,I,སྡེབ་སྦྱོར་མཁས་པའང་བདག་ལ་ཡོད་མིན་ཏེ། །,སྔོན་ཆད་མ་བྱུང་བ་ཡང་འདིར་བརྗོད་མེད། །སྡེབ་སྦྱོར་མཁས་པའང་བདག་ལ་ཡོད་མིན་ཏེ། །དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད། །རང་གི་ཡིད་ལ་བསྒོམ་ཕྱིར་ངས་འདི་བརྩམས། །,"There is nothing said here that has not been said before,
Nor do I possess skill in composition.
Therefore, I have no intention to benefit others;
I have composed this to cultivate my own mind."
བདག་,my,དགེ་བ་བསྒོམ་ཕྱིར་བདག་གི་དད་པའི་ཤུགས། །,དགེ་བ་བསྒོམ་ཕྱིར་བདག་གི་དད་པའི་ཤུགས། །འདི་དག་གིས་ཀྱང་རེ་ཞིག་འཕེལ་འགྱུར་ལ། །བདག་དང་སྐལ་བ་མཉམ་པ་གཞན་གྱིས་ཀྱང་། །ཅི་སྟེ་འདི་དག་མཐོང་ན་དོན་ཡོད་འགྱུར། །,"In order to cultivate virtue, may the force of my faith
Be increased, at least for now, by these [writings].
And should others of equal fortune
Happen to see these, may it become meaningful for them as well."
བདག་,me,།བདག་ལ་བརྩེར་དགོངས་བདག་གི་འདི་དག་བཞེས།,བློ་ཡིས་བླངས་ནས་ཐུབ་པ་སྐྱེས་ཀྱི་མཆོག །སྲས་དང་བཅས་པ་རྣམས་ལ་ལེགས་འབུལ་ན། །ཡོན་གནས་དམ་པ་ཐུགས་རྗེ་ཆེ་རྣམས་ཀྱིས། །བདག་ལ་བརྩེར་དགོངས་བདག་གི་འདི་དག་བཞེས། །,"Having mentally gathered offerings, I properly present them to the Supreme Sage and his disciples. May you noble recipients, endowed with great compassion, kindly consider me with love and accept these offerings of mine."
བདག་,myself,།དགེ་བ་བདག་གིས་མ་བྱས་ན། །,གང་ཚེ་དགེ་སྤྱད་སྐལ་ལྡན་ཡང་། །དགེ་བ་བདག་གིས་མ་བྱས་ན། །ངན་སོང་སྡུག་བསྔལ་ཀུན་རྨོངས་པ། །དེ་ཚེ་བདག་གིས་ཅི་བྱར་ཡོད། །,"When I have the fortune to perform virtuous deeds,
If I do not engage in virtue myself,
Later, confused by the sufferings of lower realms,
What will I be able to do then?"
བདག་,"['I', 'myself']",བདག་ལ་འདིར་སེམས་མེད་དུ་ཟད། །,སྔགས་ཀྱིས་རྨོངས་པར་བྱས་པ་བཞིན། །བདག་ལ་འདིར་སེམས་མེད་དུ་ཟད། །ཅིས་རྨོངས་བདག་ཀྱང་མ་ཤེས་ཏེ། །བདག་གི་ཁོང་ན་ཅི་ཞིག་ཡོད། །,"Like one bewildered by a spell,
I find myself here, devoid of mind.
How I became deluded, I do not know.
What could be within me causing this?"
བདག་,oneself,ཁ་ན་མ་ཐོ་མེད་དངོས་ལ། །བདག་དང་སེམས་ཅན་དབང་བྱས་ཤིང་། །,ཁ་ན་མ་ཐོ་མེད་དངོས་ལ། །བདག་དང་སེམས་ཅན་དབང་བྱས་ཤིང་། །སྤྲུལ་པ་བཞིན་དུ་ང་མེད་པར། །ཡིད་འདི་རྟག་ཏུ་གཟུང་བར་བྱ། །,"In faultless situations,
Considering oneself and sentient beings,
Like an emanation, without ego,
One should always maintain this mindset."
བདག་,self,གཙོ་བོ་ཞེས་བྱར་གང་འདོད་དང་། །བདག་ཅེས་བརྟགས་པ་གང་ཡིན་པ། །,གཙོ་བོ་ཞེས་བྱར་གང་འདོད་དང་། །བདག་ཅེས་བརྟགས་པ་གང་ཡིན་པ། །དེ་ཉིད་བདག་ནི་འབྱུང་བྱ་ཞེས། །ཆེད་དུ་བསམས་ཤིང་འབྱུང་བ་མེད། །,"That which is desired as the ""principal"" and that which is conceptualized as the ""self"" - this very self does not arise thinking, ""I shall arise,"" nor does it actually arise."
བདག་,Himself,བདག་ཏུ་མཛད་པ་འདི་ལ་ཐེ་ཚོམ་མེད། །,འགྲོ་བ་འདི་ཀུན་ཐུགས་རྗེའི་བདག་ཅན་དེས། །བདག་ཏུ་མཛད་པ་འདི་ལ་ཐེ་ཚོམ་མེད། །སེམས་ཅན་ངོ་བོར་མཐོང་བ་འདི་དག་ཉིད། །མགོན་དེ་བདག་ཉིད་ཅི་ཕྱིར་གུས་མི་བྱེད། །,"All these beings are the embodiment of the Compassionate One's mind;
There is no doubt that He regards them as Himself.
Seeing these very beings in their true nature,
Why do I not show respect to the Protector Himself?"
བདག་,"['me', 'mine']",གལ་ཏེ་བདག་གི་སྡུག་བསྔལ་གྱིས། །གཞན་གྱི་ལུས་ལ་མི་གནོད་པ། །,གལ་ཏེ་བདག་གི་སྡུག་བསྔལ་གྱིས། །གཞན་གྱི་ལུས་ལ་མི་གནོད་པ། །དེ་ལྟའང་དེ་བདག་སྡུག་བསྔལ་དེ། །བདག་ཏུ་ཞེན་པས་མི་བཟོད་ཉིད། །,"Although my suffering does not harm others' bodies,
Still, this very suffering of mine
Is unbearable to me
Due to my attachment to self."
བདག་,one's own,གལ་ཏེ་བཟློག་ནའང་ཐམས་ཅད་བཟློག །དེ་མིན་བདག་ཀྱང་སེམས་ཅན་བཞིན། །,ཅི་ཕྱིར་ཀུན་གྱི་སྡུག་བསྔལ་ནི། །བཟློག་པར་བྱ་ཞེས་བརྩད་དུ་མེད། །གལ་ཏེ་བཟློག་ནའང་ཐམས་ཅད་བཟློག །དེ་མིན་བདག་ཀྱང་སེམས་ཅན་བཞིན། །,"Why is there no debate about alleviating everyone's suffering?
If suffering is to be eliminated, then all of it should be eliminated.
If not, then even one's own suffering, like that of other beings, should not be eliminated."
བདག་,own,བདག་གི་ལུས་ལ་ཅི་མཐོང་བ། །,དེས་ན་སེམས་ཅན་གཙོར་བྱ་སྟེ། །བདག་གི་ལུས་ལ་ཅི་མཐོང་བ། །དེ་དང་དེ་ནི་ཕྲོགས་ནས་ཀྱང་། །གཞན་དག་ལ་ནི་ཕན་པར་སྤྱོད། །,"Therefore, prioritize sentient beings;
Whatever you see on your own body,
Take even those things away,
And use them to benefit others."
བདག་,yourself,དམན་སོགས་བདག་ཏུ་བྱས་པ་དང་།,དམན་སོགས་བདག་ཏུ་བྱས་པ་དང་། །གཞན་ཉིད་དུ་ནི་བདག་བྱས་ནས། །རྣམ་རྟོག་མེད་པའི་སེམས་ཀྱིས་སུ། །ཕྲག་དོག་འགྲན་དང་ང་རྒྱལ་བསྒོམ། །,"Consider yourself as lower and such,
Then imagine yourself as the other.
With a mind free from conceptual thought,
Meditate on jealousy, competitiveness, and pride."
བདག་,my own,བདག་གི་རྙེད་དང་བཀུར་སྟི་ནི། །,བདག་དང་མཉམ་ལ་བལྟས་ནས་ནི། །གང་གིས་རང་ཉིད་ལྷག་བྱའི་ཕྱིར། །བདག་གི་རྙེད་དང་བཀུར་སྟི་ནི། །རྩོད་པ་ཡིས་ཀྱང་ངེས་པར་བསྒྲུབ། །,"Looking at those equal to myself,
In order to surpass them,
I shall certainly secure
My own gains and honors, even through dispute."
བདག་,you,བདག་གི་ཉེས་པ་ཆུང་བྱས་ཀྱང་། །སྐྱེ་བོ་མང་ལ་རབ་ཏུ་ཤོགས། །,གཞན་གྱིས་ཉེས་པ་བྱས་པ་ཡང་། །རང་གི་སྐྱོན་དུ་བསྒྱུར་བྱོས་ལ། །བདག་གི་ཉེས་པ་ཆུང་བྱས་ཀྱང་། །སྐྱེ་བོ་མང་ལ་རབ་ཏུ་ཤོགས། །,"Transform the faults committed by others
Into your own shortcomings.
Even if you commit only a small mistake,
Openly confess it to many people."
བདག་,your own,མདོར་ན་བདག་གི་དོན་གྱི་ཕྱིར། །ཁྱོད་ཀྱིས་གཞན་ལ་གནོད་བྱས་གང་།,མདོར་ན་བདག་གི་དོན་གྱི་ཕྱིར། །ཁྱོད་ཀྱིས་གཞན་ལ་གནོད་བྱས་གང་། །གནོད་དེ་སེམས་ཅན་དོན་གྱི་ཕྱིར། །བདག་ཉིད་ལ་ནི་འབབ་པར་གྱིས། །,"In brief, whatever harm you have done to others for your own sake, make that harm fall upon yourself for the sake of sentient beings."
བདག་,itself,སྔོ་ཉིད་མིན་ལ་སྔོན་པོར་དེ། །བདག་གིས་བདག་ཉིད་བྱས་པ་མེད། །,དེ་བཞིན་འགའ་ཞིག་གཞན་ལ་ནི། །ལྟོས་དང་ལྟོས་མེད་པ་ཡང་མཐོང་། །སྔོ་ཉིད་མིན་ལ་སྔོན་པོར་དེ། །བདག་གིས་བདག་ཉིད་བྱས་པ་མེད། །,"Similarly, some things are seen to depend on others,
While some appear independent.
But blueness does not make itself blue;
It does not establish itself by itself."
གཞན་དོན་,benefit others,དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད། །,སྔོན་ཆད་མ་བྱུང་བ་ཡང་འདིར་བརྗོད་མེད། །སྡེབ་སྦྱོར་མཁས་པའང་བདག་ལ་ཡོད་མིན་ཏེ། །དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད། །རང་གི་ཡིད་ལ་བསྒོམ་ཕྱིར་ངས་འདི་བརྩམས། །,"There is nothing said here that has not been said before,
Nor do I possess skill in composition.
Therefore, I have no intention to benefit others;
I have composed this to cultivate my own mind."
གཞན་དོན་,others' welfare,དེས་ན་གཞན་དོན་དགོངས་པའི་མགོན་གྱིས་འདི། །,བདག་ནི་བསོད་ནམས་མི་ལྡན་བཀྲེན་ཆེན་ཏེ། །མཆོད་པའི་ནོར་གཞན་བདག་ལ་ཅང་མ་མཆིས། །དེས་ན་གཞན་དོན་དགོངས་པའི་མགོན་གྱིས་འདི། །བདག་གི་དོན་སླད་ཉིད་ཀྱི་མཐུས་བཞེས་ཤིག །,"I am one without merit, greatly impoverished.
I have no wealth of my own to offer.
Therefore, O Protector who contemplates others' welfare,
Please accept this through your own power, for my sake."
གཞན་དོན་,benefiting others,དེ་ལྟར་རིག་བྱས་གཞན་དོན་ལ། །རྟག་ཏུ་བརྩོན་པར་གནས་པར་བྱ།,དེ་ལྟར་རིག་བྱས་གཞན་དོན་ལ། །རྟག་ཏུ་བརྩོན་པར་གནས་པར་བྱ། །ཐུགས་རྗེ་མངའ་བ་རིང་གཟིགས་པས། །བཀག་པ་རྣམས་ཀྱང་དེ་ལ་གནང་། །,"Having understood this, one should always remain diligent in benefiting others. The Compassionate One, with far-reaching vision, permits even prohibited actions for this purpose."
གཞན་དོན་,others' benefit,གཞན་དོན་འཁོར་བར་གནས་ཀྱང་ནི། །,བསོད་ནམས་ཀྱིས་ནི་ལུས་བདེ་ལ། །མཁས་པ་ཡིས་ནི་སེམས་བདེ་ན། །གཞན་དོན་འཁོར་བར་གནས་ཀྱང་ནི། །སྙིང་རྗེ་ཅན་དག་ཅི་སྟེ་སྐྱོ། །,"Through merit, the body is at ease;
Through wisdom, the mind is at peace.
Though remaining in samsara for others' benefit,
Why should the compassionate ones grow weary?"
གཞན་དོན་,concern for others,།གལ་ཏེ་སྤྱད་ན་ཅི་སྦྱིན་ཅེས། །གཞན་དོན་སེམས་པ་ལྷ་ཡི་ཆོས།,གལ་ཏེ་བྱིན་ན་ཅི་སྤྱད་ཅེས། །བདག་དོན་སེམས་པ་འདྲེ་ཡི་ཚུལ། །གལ་ཏེ་སྤྱད་ན་ཅི་སྦྱིན་ཅེས། །གཞན་དོན་སེམས་པ་ལྷ་ཡི་ཆོས། །,"""If I give, what will I use?"" - This self-centered thinking is the way of spirits.
""If I use, what will I give?"" - This concern for others is the dharma of the gods."
བསམ་པ་,intention,དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད། །,སྔོན་ཆད་མ་བྱུང་བ་ཡང་འདིར་བརྗོད་མེད། །སྡེབ་སྦྱོར་མཁས་པའང་བདག་ལ་ཡོད་མིན་ཏེ། །དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད། །རང་གི་ཡིད་ལ་བསྒོམ་ཕྱིར་ངས་འདི་བརྩམས། །,"There is nothing said here that has not been said before,
Nor do I possess skill in composition.
Therefore, I have no intention to benefit others;
I have composed this to cultivate my own mind."
བསམ་པ་,wishes,།ཡིད་ལ་བསམ་པ་མཐའ་དག་རྫོགས་བྱེད་པ།,སེམས་ཅན་གྲངས་མཐའ་ཡས་ལ་དུས་རིང་དུ། །བདེ་བར་གཤེགས་ཀྱི་བདེ་བ་བླ་ན་མེད། །ཡིད་ལ་བསམ་པ་མཐའ་དག་རྫོགས་བྱེད་པ། །རྟག་ཏུ་སྦྱིན་པ་ལྟ་ཞིག་སྨོས་ཅི་དགོས། །,"To countless beings for a long time,
The supreme bliss of the Sugatas,
Fulfilling all their heartfelt wishes -
What need to mention constant giving?"
