Word,Translation,Context,Source,Source Translation
བདག་,myself,ཁ་ན་མ་ཐོ་མེད་དངོས་ལ། །བདག་དང་སེམས་ཅན་དབང་བྱས་ཤིང་། །,ཁ་ན་མ་ཐོ་མེད་དངོས་ལ། །བདག་དང་སེམས་ཅན་དབང་བྱས་ཤིང་། །སྤྲུལ་པ་བཞིན་དུ་ང་མེད་པར། །ཡིད་འདི་རྟག་ཏུ་གཟུང་བར་བྱ། །,"Regarding blameless actions,
Having empowered myself and sentient beings,
Like an emanation, without ego,
This mind should always be maintained."
བདག་,themselves,གང་ཚེ་ཉོན་མོངས་དབང་གྱུར་པས། །བདག་སྡུག་ཉིད་ཀྱང་གསོད་བྱེད་པ། །,གང་ཚེ་ཉོན་མོངས་དབང་གྱུར་པས། །བདག་སྡུག་ཉིད་ཀྱང་གསོད་བྱེད་པ། །དེ་ཚེ་དེ་དག་གཞན་ལུས་ལ། །གནོད་མི་བྱེད་པར་ཇི་ལྟར་འགྱུར། །,"When, under the power of kleśas,
They even kill themselves in suffering,
At that time, how could it be
That they would not harm others' bodies?"
བདག་,oneself,།བདག་ལ་སེམས་པ་གཅིག་པུ་ཡིས།,བསམ་པ་གཞན་ནི་ཀུན་བཏང་སྟེ། །བདག་ལ་སེམས་པ་གཅིག་པུ་ཡིས། །སེམས་ནི་མཉམ་པར་གཞག་ཕྱིར་དང་། །དུལ་བར་བྱ་ཕྱིར་བརྩོན་ཏེ་བྱ། །,"Abandoning all other thoughts,
With single-pointed focus on oneself,
For the sake of placing the mind in equipoise,
And for the purpose of taming it, one should strive."
བསམ་པ་,intention,དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད། །,སྔོན་ཆད་མ་བྱུང་བ་ཡང་འདིར་བརྗོད་མེད། །སྡེབ་སྦྱོར་མཁས་པའང་བདག་ལ་ཡོད་མིན་ཏེ། །དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད། །རང་གི་ཡིད་ལ་བསྒོམ་ཕྱིར་ངས་འདི་བརྩམས། །,"There is nothing expressed here that has not been said before,
And I do not possess skill in poetic composition.
Therefore, I have no intention to benefit others.
I composed this to meditate within my own mind."
བསམ་པ་,wishes,ཡིད་ལ་བསམ་པ་མཐའ་དག་རྫོགས་བྱེད་པ། །,སེམས་ཅན་གྲངས་མཐའ་ཡས་ལ་དུས་རིང་དུ། །བདེ་བར་གཤེགས་ཀྱི་བདེ་བ་བླ་ན་མེད། །ཡིད་ལ་བསམ་པ་མཐའ་དག་རྫོགས་བྱེད་པ། །རྟག་ཏུ་སྦྱིན་པ་ལྟ་ཞིག་སྨོས་ཅི་དགོས། །,"For limitless sentient beings, for a long time,
The unsurpassed bliss of the sugatas
Fulfills all wishes held in mind—
What need is there to mention constant giving?"
བསམ་པ་,mind,དེར་གཏང་བ་ཡི་བསམ་པ་ཡིས། །,གང་ཞིག་བསམས་ཏེ་བྱར་བརྩམས་པ། །དེ་ལས་གཞན་དུ་མི་བསམ་སྟེ། །དེར་གཏང་བ་ཡི་བསམ་པ་ཡིས། །དེ་ཉིད་རེ་ཞིག་བསྒྲུབ་པར་བྱ། །,"Whatever one has considered and begun to do,
One should not think of anything else.
With a mind dedicated to that purpose,
One should accomplish that very thing for the time being."
བསམ་པ་,contemplating,མོས་པ་སྡུག་བསྔལ་འཇིགས་པ་དང་། །དེ་ཡི་ཕན་ཡོན་བསམ་པས་བསྐྱེད། །,སེམས་ཅན་དོན་གྲུབ་བྱ་ཕྱིར་དཔུང་། །མོས་བརྟན་དགའ་དང་དོར་བ་ཡིན། །མོས་པ་སྡུག་བསྔལ་འཇིགས་པ་དང་། །དེ་ཡི་ཕན་ཡོན་བསམ་པས་བསྐྱེད། །,"In order to accomplish the purpose of sentient beings, the forces
Are aspiration, stability, joy, and relinquishment.
Aspiration is generated by contemplating
The fears of suffering and the benefits thereof."
བསམ་པ་,intentions,དེ་བས་འཇིག་རྟེན་བསམ་པ་བཏང་། །,སེམས་ཅན་མོས་པ་སྣ་ཚོགས་པ། །རྒྱལ་བས་ཀྱང་ནི་མི་མགུ་ན། །བདག་འདྲ་ངན་པས་སྨོས་ཅི་དགོས། །དེ་བས་འཇིག་རྟེན་བསམ་པ་བཏང་། །,"Sentient beings have various dispositions;
Even the Conquerors cannot please them all.
What need to speak of someone inferior like myself?
Therefore, abandon worldly intentions."
བསམ་པ་,thoughts,བསམ་པ་གཞན་ནི་ཀུན་བཏང་སྟེ།,བསམ་པ་གཞན་ནི་ཀུན་བཏང་སྟེ། །བདག་ལ་སེམས་པ་གཅིག་པུ་ཡིས། །སེམས་ནི་མཉམ་པར་གཞག་ཕྱིར་དང་། །དུལ་བར་བྱ་ཕྱིར་བརྩོན་ཏེ་བྱ། །,"Abandoning all other thoughts,
With single-pointed focus on oneself,
For the sake of placing the mind in equipoise,
And for the purpose of taming it, one should strive."
གཞན་,others,དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད། །,སྔོན་ཆད་མ་བྱུང་བ་ཡང་འདིར་བརྗོད་མེད། །སྡེབ་སྦྱོར་མཁས་པའང་བདག་ལ་ཡོད་མིན་ཏེ། །དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད། །རང་གི་ཡིད་ལ་བསྒོམ་ཕྱིར་ངས་འདི་བརྩམས། །,"There is nothing expressed here that has not been said before,
And I do not possess skill in poetic composition.
Therefore, I have no intention to benefit others.
I composed this to meditate within my own mind."
གཞན་,other,སྡིག་པ་གཞན་ཡང་སླན་ཆད་མི་བགྱིད་དོ། །,བདག་ནི་ཁྱེད་ཀྱིས་ཡོངས་སུ་བཟུང་བས་ན། །སྲིད་ན་མི་འཇིགས་སེམས་ཅན་ཕན་པ་བགྱིད། །སྔོན་གྱི་སྡིག་ལས་ཡང་དག་འདའ་བགྱིད་ཅིང་། །སྡིག་པ་གཞན་ཡང་སླན་ཆད་མི་བགྱིད་དོ། །,"Because I am fully embraced by you,
I shall fearlessly benefit sentient beings in existence.
I shall completely transcend previous negative actions,
And henceforth not commit other misdeeds."
གཞན་,else,དེ་ལས་གཞན་དུ་མི་བསམ་སྟེ། །,གང་ཞིག་བསམས་ཏེ་བྱར་བརྩམས་པ། །དེ་ལས་གཞན་དུ་མི་བསམ་སྟེ། །དེར་གཏང་བ་ཡི་བསམ་པ་ཡིས། །དེ་ཉིད་རེ་ཞིག་བསྒྲུབ་པར་བྱ། །,"Whatever one has considered and begun to do,
One should not think of anything else.
With a mind dedicated to that purpose,
One should accomplish that very thing for the time being."
གཞན་,elsewhere,ལུས་འདི་བསྙོད་ཀྱང་གཞན་འགྲོ་ན། །ཁྱོད་ཀོ་ཅི་སྟེ་ཤ་ཐང་གསོ། །,བྲན་གཡོག་བཀོལ་དུ་མི་བཏུབ་ལའང་། །གོས་ལ་སོགས་པ་མི་སྦྱིན་ན། །ལུས་འདི་བསྙོད་ཀྱང་གཞན་འགྲོ་ན། །ཁྱོད་ཀོ་ཅི་སྟེ་ཤ་ཐང་གསོ། །,"If you don't give clothing and such
Even to a servant unfit for work,
If this body, though shaken, goes elsewhere,
Why then do you nurture exhaustion?"
གཞན་,another's,བཞོན་པ་མལ་སྟན་གནས་དག་ཏུ། །བུད་མེད་གཞན་དང་གཅིག་མི་བྱ། །,བཞོན་པ་མལ་སྟན་གནས་དག་ཏུ། །བུད་མེད་གཞན་དང་གཅིག་མི་བྱ། །འཇིག་རྟེན་མ་དད་གྱུར་པ་ཀུན། །མཐོང་དང་དྲིས་ཏེ་སྤང་བར་བྱ། །,"In vehicles, on beds, seats, or [such] places,
One should not be alone with another's wife.
All worldly people who lack faith,
Seeing [this] and asking, one should avoid."
གཞན་,others',དེ་ཚེ་དེ་དག་གཞན་ལུས་ལ། །གནོད་མི་བྱེད་པར་ཇི་ལྟར་འགྱུར། །,གང་ཚེ་ཉོན་མོངས་དབང་གྱུར་པས། །བདག་སྡུག་ཉིད་ཀྱང་གསོད་བྱེད་པ། །དེ་ཚེ་དེ་དག་གཞན་ལུས་ལ། །གནོད་མི་བྱེད་པར་ཇི་ལྟར་འགྱུར། །,"When, under the power of kleśas,
They even kill themselves in suffering,
At that time, how could it be
That they would not harm others' bodies?"
གཞན་,another,།གཞན་ཞིག་ཡུད་ཙམ་བདེ་མྱོང་ནས། །སད་པར་གྱུར་པ་གང་ཡིན་པ།,རྨི་ལམ་ལོ་བརྒྱར་བདེ་མྱོང་ནས། །སད་པར་གྱུར་པ་གང་ཡིན་དང་། །གཞན་ཞིག་ཡུད་ཙམ་བདེ་མྱོང་ནས། །སད་པར་གྱུར་པ་གང་ཡིན་པ། །,"One who experiences happiness in a dream for a hundred years
And then awakens,
And another who experiences happiness for just a moment
And then awakens;"
དོན་,benefit,དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད། །,སྔོན་ཆད་མ་བྱུང་བ་ཡང་འདིར་བརྗོད་མེད། །སྡེབ་སྦྱོར་མཁས་པའང་བདག་ལ་ཡོད་མིན་ཏེ། །དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད། །རང་གི་ཡིད་ལ་བསྒོམ་ཕྱིར་ངས་འདི་བརྩམས། །,"There is nothing expressed here that has not been said before,
And I do not possess skill in poetic composition.
Therefore, I have no intention to benefit others.
I composed this to meditate within my own mind."
དོན་,meaning,ཅི་སྟེ་འདི་དག་མཐོང་ན་དོན་ཡོད་འགྱུར། །,དགེ་བ་བསྒོམ་ཕྱིར་བདག་གི་དད་པའི་ཤུགས། །འདི་དག་གིས་ཀྱང་རེ་ཞིག་འཕེལ་འགྱུར་ལ། །བདག་དང་སྐལ་བ་མཉམ་པ་གཞན་གྱིས་ཀྱང་། །ཅི་སྟེ་འདི་དག་མཐོང་ན་དོན་ཡོད་འགྱུར། །,"For the sake of cultivating virtue, may the power of my faith
Also increase for a while through these [teachings].
And if others with fortune equal to mine
Should see these, may it become meaningful."
དོན་,purpose,སྐྱེས་བུའི་དོན་སྒྲུབ་ཐོབ་པར་གྱུར་པ་ལ།,དལ་འབྱོར་འདི་ནི་རྙེད་པར་ཤིན་ཏུ་དཀའ། །སྐྱེས་བུའི་དོན་སྒྲུབ་ཐོབ་པར་གྱུར་པ་ལ། །གལ་ཏེ་འདི་ལ་ཕན་པ་མ་བསྒྲུབས་ན། །ཕྱིས་འདི་ཡང་དག་འབྱོར་པར་ག་ལ་འགྱུར། །,"This leisure and endowment is extremely difficult to obtain.
Having attained that which accomplishes a person's purpose,
If in this [life] one does not accomplish benefit,
How will this perfect endowment be obtained later?"
དོན་,sake,།དམན་མོས་སེམས་ཅན་དོན་གྱི་ཕྱིར། །དེ་བཞིན་གཤེགས་པ་ཉིད་ཀྱིས་གསུངས།,འདི་ནི་འཐད་པ་དང་བཅས་པར། །ལག་བཟང་གིས་ནི་ཞུས་པ་ལས། །དམན་མོས་སེམས་ཅན་དོན་གྱི་ཕྱིར། །དེ་བཞིན་གཤེགས་པ་ཉིད་ཀྱིས་གསུངས། །,"This, along with reasoning, was requested by Subahu.
For the sake of sentient beings of lesser inclination,
The Tathagata himself taught this."
དོན་,welfare,དེས་ན་གཞན་དོན་དགོངས་པའི་མགོན་གྱིས་འདི། །,བདག་ནི་བསོད་ནམས་མི་ལྡན་བཀྲེན་ཆེན་ཏེ། །མཆོད་པའི་ནོར་གཞན་བདག་ལ་ཅང་མ་མཆིས། །དེས་ན་གཞན་དོན་དགོངས་པའི་མགོན་གྱིས་འདི། །བདག་གི་དོན་སླད་ཉིད་ཀྱི་མཐུས་བཞེས་ཤིག །,"I am one without merit, greatly impoverished.
I have no other wealth of offerings whatsoever.
Therefore, Protector who considers others' welfare,
Please accept this by your own power, for my sake."
དོན་,purposes,།དེ་ཉིད་རྟག་ཏུ་དེ་དག་གི །དོན་ཀུན་འགྲུབ་པའི་རྒྱུར་གྱུར་ཅིག །,བདག་ལ་དམིགས་ནས་གང་དག་གི །ཁྲོའམ་དད་པའི་སེམས་བྱུང་བ། །དེ་ཉིད་རྟག་ཏུ་དེ་དག་གི །དོན་ཀུན་འགྲུབ་པའི་རྒྱུར་གྱུར་ཅིག །,"Whoever, focusing on me,
Generates a mind of anger or faith,
May that very [mental state] always
Become the cause accomplishing all their purposes."
དོན་,goal,དོན་མ་གྲུབ་པར་ཕྱིར་ཕྱོགས་འབྱེར་བར་མི་བྱེད་ན། །,རང་བཞིན་འཆི་བས་སྡུག་བསྔལ་གྱུར་པའི་ཉོན་མོངས་དག །གཡུལ་ངོར་མདར་ཚེ་ནན་གྱིས་གཞོམ་པར་འདོད་པ་ཡང་། །མདའ་མདུང་མཚོན་གྱིས་ཕོག་པའི་སྡུག་བསྔལ་ཁྱད་བསད་ནས། །དོན་མ་གྲུབ་པར་ཕྱིར་ཕྱོགས་འབྱེར་བར་མི་བྱེད་ན། །,"Those who wish to forcefully defeat on the battlefield
The afflictions that cause suffering by their nature of death,
Disregarding the pain of being struck by arrows, spears, and weapons,
Do not turn back and flee without accomplishing their goal."
དོན་,aims,མངོན་པར་འདོད་པའི་དོན་སྒྲུབ་པ། །,ཆུ་སྐྱར་བྱི་ལ་ཆོམ་རྐུན་དག །སྒྲ་མེད་འཇབ་ཅིང་འགྲོ་བ་ཡིས། །མངོན་པར་འདོད་པའི་དོན་སྒྲུབ་པ། །ཐུབ་པས་རྟག་ཏུ་དེ་བཞིན་སྤྱད། །,"Otters, cats, and thieves
Move stealthily without sound.
Accomplishing their desired aims,
The Sage always acts likewise."
དོན་,beneficial,བདག་ཀྱང་དེ་དོན་མི་འགྱུར་བས། །,དེ་ལྟར་བདག་དང་གཞན་བསྟེན་པ། །དེས་ནི་ཕུང་བར་འགྱུར་བར་ཟད། །དེས་ཀྱང་བདག་དོན་མ་བྱས་ལ། །བདག་ཀྱང་དེ་དོན་མི་འགྱུར་བས། །,"In that way, relying on self and others
Will merely result in ruin.
By that, one's own purpose is not accomplished,
And one will not become beneficial for them either."
དོན་,essence,ཆོས་ཀྱི་དོན་ཙམ་བླངས་ནས་ནི། །,བུང་བས་མེ་ཏོག་སྦྲང་རྩི་བཞིན། །ཆོས་ཀྱི་དོན་ཙམ་བླངས་ནས་ནི། །ཀུན་ལས་སྔོན་ཆད་མ་མཐོང་བཞིན། །འདྲིས་པ་མེད་པར་གནས་པར་བྱ། །,"Like a bee [taking] honey from flowers,
Having extracted just the essence of the Dharma,
As if never seen before by anyone,
One should abide without familiarity."
འགྱུར་,become,འདི་དག་གིས་ཀྱང་རེ་ཞིག་འཕེལ་འགྱུར་ལ། །,དགེ་བ་བསྒོམ་ཕྱིར་བདག་གི་དད་པའི་ཤུགས། །འདི་དག་གིས་ཀྱང་རེ་ཞིག་འཕེལ་འགྱུར་ལ། །བདག་དང་སྐལ་བ་མཉམ་པ་གཞན་གྱིས་ཀྱང་། །ཅི་སྟེ་འདི་དག་མཐོང་ན་དོན་ཡོད་འགྱུར། །,"For the sake of cultivating virtue, may the power of my faith
Also increase for a while through these [teachings].
And if others with fortune equal to mine
Should see these, may it become meaningful."
འགྱུར་,become subject to,བདག་ལྟ་འཆི་བར་ཅིས་མི་འགྱུར། །,ཉིན་མཚན་སྡོད་པ་ཡོད་མེད་པར། །ཚེ་འདི་རྟག་ཏུ་གོད་འགྱུར་ཞིང་། །སྣོན་པ་གུད་ནས་འོང་མེད་ན། །བདག་ལྟ་འཆི་བར་ཅིས་མི་འགྱུར། །,"Without pause in day or night,
This life constantly diminishes.
With no increase coming from elsewhere,
How could I not become subject to death?"
འགྱུར་,change,ཁ་སྐམས་མིག་རྩ་ངན་ལ་སོགས། །སྔ་ལས་གཞན་དུ་འགྱུར་སྣང་ན། །,སྐྱེ་བོ་ཡན་ལག་བཅད་པའི་སར། །དི་རིང་ཁྲིད་པའང་བྲེད་འགྱུར་ཏེ། །ཁ་སྐམས་མིག་རྩ་ངན་ལ་སོགས། །སྔ་ལས་གཞན་དུ་འགྱུར་སྣང་ན། །,"When a person is led today
To the place where limbs are cut off,
Their mouth becomes dry, eyes worsen, and so on—
They appear to change from how they were before."
འགྱུར་,occur,དེ་ལྟ་ན་ནི་ཀུན་ལེགས་བྱས། །གཞན་དུ་གཉི་གར་མི་འགྱུར་རོ། །,དེ་ལྟ་ན་ནི་ཀུན་ལེགས་བྱས། །གཞན་དུ་གཉི་གར་མི་འགྱུར་རོ། །ཤེས་བཞིན་མ་ཡིན་ཉེ་ཉོན་མོངས། །དེ་ལྟ་ན་ནི་འཕེལ་མི་འགྱུར། །,"If it is like that, all will be well done.
Otherwise, neither [of the two] will occur.
Without mindfulness, the proximate afflictions
Will not increase if it is like that."
འགྱུར་,attain,སངས་རྒྱས་ཉིད་དུ་འགྱུར་རོ་ཞེས། །,མིག་གིས་སེམས་ཅན་ལྟ་ན་ཡང་། །འདི་དག་ཉིད་ལ་བརྟེན་ནས་བདག །སངས་རྒྱས་ཉིད་དུ་འགྱུར་རོ་ཞེས། །དྲང་ཞིང་བྱམས་པའི་ཚུལ་གྱིས་བལྟ། །,"Even when looking at sentient beings with the eyes,
One should look with an honest and loving manner, thinking:
""Depending on these very beings,
I will attain Buddhahood."""
འགྱུར་,becomes,རྒྱལ་བའི་མདུན་གནས་བདེ་གཤེགས་སྲས་སུ་དགེ་བས་འགྱུར། །,རྒྱ་ཆེ་དྲི་བཟང་བསིལ་བའི་པདྨའི་སྙིང་པོར་གནས། །རྒྱལ་བའི་གསུང་སྙན་ཟས་ཀྱིས་གཟི་བརྗིད་བསྐྱེད་བྱས་པ། །ཐུབ་འོད་ཀྱིས་རྒྱས་པདྨ་ལས་བྱུང་ལུས་མཆོག་ཅན། །རྒྱལ་བའི་མདུན་གནས་བདེ་གཤེགས་སྲས་སུ་དགེ་བས་འགྱུར། །,"Dwelling in the heart of a vast, fragrant, cool lotus,
Nourished by the food of the victors' sweet speech, generating splendor,
With a supreme body born from a lotus, expanded by the sage's light,
One becomes, through virtue, an offspring of the sugatas, present before the victors."
རྙེད་པ་,obtain,དལ་འབྱོར་འདི་ནི་རྙེད་པར་ཤིན་ཏུ་དཀའ།,དལ་འབྱོར་འདི་ནི་རྙེད་པར་ཤིན་ཏུ་དཀའ། །སྐྱེས་བུའི་དོན་སྒྲུབ་ཐོབ་པར་གྱུར་པ་ལ། །གལ་ཏེ་འདི་ལ་ཕན་པ་མ་བསྒྲུབས་ན། །ཕྱིས་འདི་ཡང་དག་འབྱོར་པར་ག་ལ་འགྱུར། །,"This leisure and endowment is extremely difficult to obtain.
Having attained that which accomplishes a person's purpose,
If in this [life] one does not accomplish benefit,
How will this perfect endowment be obtained later?"
རྙེད་པ་,gains,རྙེད་པའི་བར་ཆད་བྱེད་པའི་ཕྱིར། །གལ་ཏེ་འདི་བདག་མི་འདོད་ན། །,རྙེད་པའི་བར་ཆད་བྱེད་པའི་ཕྱིར། །གལ་ཏེ་འདི་བདག་མི་འདོད་ན། །བདག་གི་རྙེད་པ་འདིར་འདོར་གྱི། །སྡིག་པ་དག་ནི་བརྟན་པར་གནས། །,"If I do not desire this [practice/teaching] 
Because it creates obstacles to [worldly] gains,
I will discard my gains here [in this life],
While negativities will remain firmly established."
རྙེད་པ་,gained,རྙེད་པ་གྱུར་པ་མི་འཛིན་པ། །གང་གིས་ཁྲོ་བ་མི་བྱེད་སྨྲོས། །,བསོད་ནམས་དང་ནི་དད་པའམ། །རང་གི་ཡོན་ཏན་ཅི་ཕྱིར་འདོར། །རྙེད་པ་གྱུར་པ་མི་འཛིན་པ། །གང་གིས་ཁྲོ་བ་མི་བྱེད་སྨྲོས། །,"Why abandon merit and faith,
Or one's own good qualities?
Tell me, who would not become angry
At not grasping what has been gained?"
རྙེད་པ་,found,དེ་བཞིན་གླགས་ནི་རྙེད་པ་ན། །,ཇི་ལྟར་ཁྲག་ལ་བརྟེན་བཅས་ནས། །དུག་ནི་ལུས་ལ་ཁྱབ་འགྱུར་བ། །དེ་བཞིན་གླགས་ནི་རྙེད་པ་ན། །ཉེས་པས་སེམས་ལ་ཁྱབ་པར་འགྱུར། །,"Just as poison, having depended on blood,
Pervades throughout the body,
Likewise, when an opportunity is found,
Faults pervade throughout the mind."
རྙེད་པ་,attainments,སེམས་ཅན་རྙེད་པ་མེད་ལ་སྨོད། །,སེམས་ཅན་རྙེད་པ་མེད་ལ་སྨོད། །རྙེད་པ་ཅན་ལ་མི་སྙན་བརྗོད། །རང་བཞིན་འགྲོགས་དཀའ་དེ་དག་གིས། །དགའ་བ་ཇི་ལྟར་སྐྱེ་བར་འགྱུར། །,"[They] disparage sentient beings without attainments,
Speak harshly to those with attainments.
With such [people], difficult to associate with by nature,
How can joy possibly arise?"
