Word,Translation,Context,Source,Source Translation
བདག་,my,བདག་གི་དོན་སླད་ཉིད་ཀྱི་མཐུས་བཞེས་ཤིག །,བདག་ནི་བསོད་ནམས་མི་ལྡན་བཀྲེན་ཆེན་ཏེ། །མཆོད་པའི་ནོར་གཞན་བདག་ལ་ཅང་མ་མཆིས། །དེས་ན་གཞན་དོན་དགོངས་པའི་མགོན་གྱིས་འདི། །བདག་གི་དོན་སླད་ཉིད་ཀྱི་མཐུས་བཞེས་ཤིག །,"I am bereft of merit, destitute, And have no other wealth that I could offer. May the protectors, who think of others' weal, Accept these through their power for my sake."
བདག་,me,སེམས་དཔའ་མཆོག་རྣམས་བདག་ནི་ཡོངས་བཞེས་ཤིག །གུས་པས་ཁྱེད་ཀྱི་འབངས་སུ་མཆི་བར་བགྱི། །,རྒྱལ་དང་དེ་སྲས་རྣམས་ལ་བདག་གིས་ནི། །བདག་གི་ལུས་ཀུན་གཏན་དུ་དབུལ་བར་བགྱི། །སེམས་དཔའ་མཆོག་རྣམས་བདག་ནི་ཡོངས་བཞེས་ཤིག །གུས་པས་ཁྱེད་ཀྱི་འབངས་སུ་མཆི་བར་བགྱི། །,"Forevermore I offer all my bodies To the victorious ones and to their offspring. O sublime beings, accept me entirely, And I will be your dedicated servant."
བདག་,myself,དོན་མེད་གཡེང་བར་ལྟ་བ་ནི། །ནམ་ཡང་བདག་གིས་མི་བྱ་སྟེ། །,དོན་མེད་གཡེང་བར་ལྟ་བ་ནི། །ནམ་ཡང་བདག་གིས་མི་བྱ་སྟེ། །ངེས་པར་སེམས་པས་རྟག་ཏུ་ནི། །མིག་ནི་ཕབ་སྟེ་བལྟ་བར་བྱ། །,"I'll never allow myself to look around in purposeless distraction. With my mind focused, I'll instead look always with my gaze cast down."
བདག་,us,བདག་གམ་བདག་གི་བཤེས་རྣམས་ལ།,བདག་གམ་བདག་གི་བཤེས་རྣམས་ལ། །སྡུག་བསྔལ་བརྙས་དང་ཚིག་རྩུབ་དང་། །མི་སྙན་ཞེས་བྱ་མི་འདོད་དེ། །དགྲ་ལ་དེ་ལས་བཟློག་པས་སོ། །,"We don't want pain, humiliation, Insults, or disrepute Either for us or for our friends. It's the opposite for our foes."
བདག་,self,བདག་ཅེས་བརྟགས་པ་གང་ཡིན་པ། །,གཙོ་བོ་ཞེས་བྱར་གང་འདོད་དང་། །བདག་ཅེས་བརྟགས་པ་གང་ཡིན་པ། །དེ་ཉིད་བདག་ནི་འབྱུང་བྱ་ཞེས། །ཆེད་དུ་བསམས་ཤིང་འབྱུང་བ་མེད། །,"The primal substance that they claim And self that they imagine Do not think, “I will come to be,” And arise intentionally."
བདག་,themselves,བག་མེད་པས་ནི་བདག་ལའང་བདག །ཚེར་མ་ལ་སོགས་གནོད་པ་བྱེད།,བག་མེད་པས་ནི་བདག་ལའང་བདག །ཚེར་མ་ལ་སོགས་གནོད་པ་བྱེད། །བུད་མེད་ལ་སོགས་ཐོབ་བྱའི་ཕྱིར། །རྔམ་ཞིང་ཟས་གཅོད་ལ་སོགས་བྱེད། །,"They injure themselves by being careless Of thorns, et cetera. From lust, they starve themselves and such For sake of sex and the like."
བདག་,"['I', 'my']",དེ་ཡི་མཚོན་དང་བདག་གི་ལུས། །,དེ་ཡི་མཚོན་དང་བདག་གི་ལུས། །གཉི་ག་སྡུག་བསྔལ་རྒྱུ་ཡིན་ཏེ། །དེས་མཚོན་བདག་གི་ལུས་ཕྱུང་ན། །གང་ཞིག་ལ་ནི་ཁྲོ་བར་བྱ། །,"Their weapons and my body both are causes of suffering. They wield the weapons, I the body. With whom should I get angry?"
བདག་,"['I', 'myself']",གལ་ཏེ་བདག་གིས་བདག་བསྲུངས་ན། །དེ་དག་ལ་འདིར་ཅི་ཞིག་བྱུང་། །,གལ་ཏེ་བདག་ལ་བསམ་པ་ཡི། །ཡོན་ཏན་ཡོད་ན་དམྱལ་མི་འགྲོ། །གལ་ཏེ་བདག་གིས་བདག་བསྲུངས་ན། །དེ་དག་ལ་འདིར་ཅི་ཞིག་བྱུང་། །,"If I've the quality of intention, I will not go to hell, And what can happen to them now If I protect myself?"
བདག་,my own,བདག་དང་གཞན་གྱི་ཉེས་པ་ནི། །,བདག་དང་གཞན་གྱི་ཉེས་པ་ནི། །དཔག་མེད་བདག་གིས་གཞོམ་བྱ་སྟེ། །གང་དུ་ཉེས་པ་རེ་རེ་ལའང་། །བསྐལ་པ་རྒྱ་མཚོ་ཟད་འགྱུར་བ། །,"My own and others' infinite wrongs Are mine indeed to eliminate, But every single fault will take An ocean of aeons to extinguish,"
བདག་,yourself,བདག་ལ་སྨད་ནས་ཅི་ནས་ཀྱང་། །,ཉེས་པ་བྱུང་བ་རེ་རེ་ཞིང་། །བདག་ལ་སྨད་ནས་ཅི་ནས་ཀྱང་། །བདག་ལ་ཕྱིས་འདི་མི་འབྱུང་བ། །དེ་ལྟར་བྱ་ཞེས་ཡུན་རིང་བསམ། །,"For every single wrong that occurs, Chastise yourself and ponder long, “However I can, I'll make it so This never happens to me again.”"
བདག་,own,གལ་ཏེ་བདག་གི་སྡུག་བསྔལ་གྱིས། །གཞན་གྱི་ལུས་ལ་མི་གནོད་པ།,གལ་ཏེ་བདག་གི་སྡུག་བསྔལ་གྱིས། །གཞན་གྱི་ལུས་ལ་མི་གནོད་པ། །དེ་ལྟའང་དེ་བདག་སྡུག་བསྔལ་དེ། །བདག་ཏུ་ཞེན་པས་མི་བཟོད་ཉིད། །,"Even though my own suffering does not cause harm to others' bodies, my suffering is unbearable because of ego-clinging."
བདག་,your own,བདག་ཕྱིར་གཞན་ལ་གནོད་བྱས་ན། །དམྱལ་ལ་སོགས་པར་གདུངས་པར་འགྱུར།,བདག་ཕྱིར་གཞན་ལ་གནོད་བྱས་ན། །དམྱལ་ལ་སོགས་པར་གདུངས་པར་འགྱུར། །གཞན་ཕྱིར་བདག་ལ་གནོད་བྱས་ན། །ཕུན་སུམ་ཚོགས་པ་ཐམས་ཅད་འཐོབ། །,"If you harm others for your own sake, You'll be tormented in hell and elsewhere. If you are harmed for others' sake, You will gain everything excellent."
བདག་,you,།གཞན་ཕྱིར་བདག་ལ་གནོད་བྱས་ན། །ཕུན་སུམ་ཚོགས་པ་ཐམས་ཅད་འཐོབ།,བདག་ཕྱིར་གཞན་ལ་གནོད་བྱས་ན། །དམྱལ་ལ་སོགས་པར་གདུངས་པར་འགྱུར། །གཞན་ཕྱིར་བདག་ལ་གནོད་བྱས་ན། །ཕུན་སུམ་ཚོགས་པ་ཐམས་ཅད་འཐོབ། །,"If you harm others for your own sake, You'll be tormented in hell and elsewhere. If you are harmed for others' sake, You will gain everything excellent."
བདག་,your,བདག་བདེ་གཞན་གྱི་སྡུག་བསྔལ་དག །,བདག་བདེ་གཞན་གྱི་སྡུག་བསྔལ་དག །ཡང་དག་བརྗེ་བ་མ་བྱས་ན། །སངས་རྒྱས་ཉིད་དུ་མི་འགྲུབ་ཅིང་། །འཁོར་བ་ན་ཡང་བདེ་བ་མེད། །,"If you do not exchange your pleasures For other beings' miseries, You will not achieve buddhahood Or have any happiness in samsara."
བདག་,itself,།སྔོ་ཉིད་མིན་ལ་སྔོན་པོར་དེ། །བདག་གིས་བདག་ཉིད་བྱས་པ་མེད།,དེ་བཞིན་འགའ་ཞིག་གཞན་ལ་ནི། །ལྟོས་དང་ལྟོས་མེད་པ་ཡང་མཐོང་། །སྔོ་ཉིད་མིན་ལ་སྔོན་པོར་དེ། །བདག་གིས་བདག་ཉིད་བྱས་པ་མེད། །,"“Likewise, it's seen some things depend On something else, and some do not.” A thing that is not blue itself Does not itself make itself blue."
གཞན་དོན་,benefit of others,།དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད།,སྔོན་ཆད་མ་བྱུང་བ་ཡང་འདིར་བརྗོད་མེད། །སྡེབ་སྦྱོར་མཁས་པའང་བདག་ལ་ཡོད་མིན་ཏེ། །དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད། །རང་གི་ཡིད་ལ་བསྒོམ་ཕྱིར་ངས་འདི་བརྩམས། །,"I won't say anything not said before, Nor have I any skill in poetry. Thus I have not intended this for others— I've written it to cultivate my mind."
གཞན་དོན་,others' weal,དེས་ན་གཞན་དོན་དགོངས་པའི་མགོན་གྱིས་འདི། །,བདག་ནི་བསོད་ནམས་མི་ལྡན་བཀྲེན་ཆེན་ཏེ། །མཆོད་པའི་ནོར་གཞན་བདག་ལ་ཅང་མ་མཆིས། །དེས་ན་གཞན་དོན་དགོངས་པའི་མགོན་གྱིས་འདི། །བདག་གི་དོན་སླད་ཉིད་ཀྱི་མཐུས་བཞེས་ཤིག །,"I am bereft of merit, destitute, And have no other wealth that I could offer. May the protectors, who think of others' weal, Accept these through their power for my sake."
གཞན་དོན་,sake of others,དེ་ལྟར་རིག་བྱས་གཞན་དོན་ལ། །རྟག་ཏུ་བརྩོན་པར་གནས་པར་བྱ།,དེ་ལྟར་རིག་བྱས་གཞན་དོན་ལ། །རྟག་ཏུ་བརྩོན་པར་གནས་པར་བྱ། །ཐུགས་རྗེ་མངའ་བ་རིང་གཟིགས་པས། །བཀག་པ་རྣམས་ཀྱང་དེ་ལ་གནང་། །,"Realizing this, continually make efforts for the sake of others. The merciful, far-seeing one allows for them what was forbidden."
གཞན་དོན་,others' sake,གཞན་དོན་འཁོར་བར་གནས་ཀྱང་ནི། །,བསོད་ནམས་ཀྱིས་ནི་ལུས་བདེ་ལ། །མཁས་པ་ཡིས་ནི་སེམས་བདེ་ན། །གཞན་དོན་འཁོར་བར་གནས་ཀྱང་ནི། །སྙིང་རྗེ་ཅན་དག་ཅི་སྟེ་སྐྱོ། །,"If physical pleasure is from merit And mental pleasure from being wise, Would the compassionate despair To stay in samsara for others' sake?"
གཞན་དོན་,helping others,གཅིག་ཏུ་གཞན་དོན་ལ་དགའ་བས། །རྣམ་སྨིན་འབྲས་བུའི་རེ་བ་མེད། །,དེ་ལྟས་གཞན་གྱི་དོན་བྱས་ཀྱང་། །རློམ་སེམས་དང་ནི་ངོ་མཚར་མེད། །གཅིག་ཏུ་གཞན་དོན་ལ་དགའ་བས། །རྣམ་སྨིན་འབྲས་བུའི་རེ་བ་མེད། །,"So though I have done good for others, I'm not conceited or amazed. Solely enjoying helping others, I've no hope for a ripened result."
གཞན་དོན་,altruism,།གལ་ཏེ་སྤྱད་ན་ཅི་སྦྱིན་ཅེས། །གཞན་དོན་སེམས་པ་ལྷ་ཡི་ཆོས།,གལ་ཏེ་བྱིན་ན་ཅི་སྤྱད་ཅེས། །བདག་དོན་སེམས་པ་འདྲེ་ཡི་ཚུལ། །གལ་ཏེ་སྤྱད་ན་ཅི་སྦྱིན་ཅེས། །གཞན་དོན་སེམས་པ་ལྷ་ཡི་ཆོས། །,"“If I give this, what will I enjoy?” Such selfish thoughts are the way of fiends. “If I enjoy this, what can I give?” Such altruism is divine dharma."
བསམ་པ་,intention,།དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད།,སྔོན་ཆད་མ་བྱུང་བ་ཡང་འདིར་བརྗོད་མེད། །སྡེབ་སྦྱོར་མཁས་པའང་བདག་ལ་ཡོད་མིན་ཏེ། །དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད། །རང་གི་ཡིད་ལ་བསྒོམ་ཕྱིར་ངས་འདི་བརྩམས། །,"I won't say anything not said before, Nor have I any skill in poetry. Thus I have not intended this for others— I've written it to cultivate my mind."
བསམ་པ་,desires,།ཡིད་ལ་བསམ་པ་མཐའ་དག་རྫོགས་བྱེད་པ།,སེམས་ཅན་གྲངས་མཐའ་ཡས་ལ་དུས་རིང་དུ། །བདེ་བར་གཤེགས་ཀྱི་བདེ་བ་བླ་ན་མེད། །ཡིད་ལ་བསམ་པ་མཐའ་དག་རྫོགས་བྱེད་པ། །རྟག་ཏུ་སྦྱིན་པ་ལྟ་ཞིག་སྨོས་ཅི་དགོས། །,"What need to speak of those who always give To beings of untold number for a long time The sublime happiness of the sugatas, Fulfilling every one of their desires?"
བསམ་པ་,attention,དེར་གཏང་བ་ཡི་བསམ་པ་ཡིས། །,གང་ཞིག་བསམས་ཏེ་བྱར་བརྩམས་པ། །དེ་ལས་གཞན་དུ་མི་བསམ་སྟེ། །དེར་གཏང་བ་ཡི་བསམ་པ་ཡིས། །དེ་ཉིད་རེ་ཞིག་བསྒྲུབ་པར་བྱ། །,"Once you've considered and begun a task, don't think of anything else. Focusing your attention there, you should accomplish that one first."
བསམ་པ་,thought,མཚང་འབྲུ་བ་ཡི་བསམ་པ་དང་། །,དགོད་དང་ག་ཞར་བཅས་པའམ། །གལ་ཏེ་ང་རྒྱལ་རྒྱགས་ལྡན་པའམ། །མཚང་འབྲུ་བ་ཡི་བསམ་པ་དང་། །གལ་ཏེ་སྐྱོར་འབྱིན་སླུ་སེམས་སམ། །,"When I'm excited or else gleeful, When I feel pride or arrogance, When I've the thought to dig up faults, Revive disputes, or be deceitful,"
བསམ་པ་,wishes,དེ་ལྟར་བྱས་ན་སེམས་ཅན་གྱི། །བསམ་པ་མྱུར་དུ་རྫོགས་པར་འགྱུར། །,དམ་པའི་ཆོས་ནི་སྤྱོད་པའི་ལུས། །ཕྲན་ཚེགས་ཆེད་དུ་གནོད་མི་བྱ། །དེ་ལྟར་བྱས་ན་སེམས་ཅན་གྱི། །བསམ་པ་མྱུར་དུ་རྫོགས་པར་འགྱུར། །,"For minor ends, don't harm this body That is for practicing true dharma. By doing so, you'll soon fulfill The wishes of all sentient beings."
བསམ་པ་,intent,སྙིང་རྗེའི་བསམ་པ་མ་དག་པར། །,སྙིང་རྗེའི་བསམ་པ་མ་དག་པར། །ལུས་འདི་གཏང་བར་མི་བྱ་སྟེ། །ཅི་ནས་འདི་དང་གཞན་དུ་ཡང་། །དོན་ཆེན་སྒྲུབ་པའི་རྒྱུར་གཏང་ངོ་། །,"Unless your compassionate intent Is pure, don't sacrifice your body, But give it as a cause to achieve Great aims in this and in the next."
བསམ་པ་,contemplating,མོས་པ་སྡུག་བསྔལ་འཇིགས་པ་དང་། །དེ་ཡི་ཕན་ཡོན་བསམ་པས་བསྐྱེད། །,སེམས་ཅན་དོན་གྲུབ་བྱ་ཕྱིར་དཔུང་། །མོས་བརྟན་དགའ་དང་དོར་བ་ཡིན། །མོས་པ་སྡུག་བསྔལ་འཇིགས་པ་དང་། །དེ་ཡི་ཕན་ཡོན་བསམ་པས་བསྐྱེད། །,"To benefit beings, the forces are longing, steadfastness, joy, and deferring. Longing is born of fearing suffering and contemplating its benefits."
བསམ་པ་,thoughts,བདག་འདྲ་ངན་པས་སྨོས་ཅི་དགོས། །དེ་བས་འཇིག་རྟེན་བསམ་པ་བཏང་། །,སེམས་ཅན་མོས་པ་སྣ་ཚོགས་པ། །རྒྱལ་བས་ཀྱང་ནི་མི་མགུ་ན། །བདག་འདྲ་ངན་པས་སྨོས་ཅི་དགོས། །དེ་བས་འཇིག་རྟེན་བསམ་པ་བཏང་། །,"If even buddhas cannot please beings with various inclinations, what need to speak of a wretch like me? Thus I will give up worldly thoughts."
བསམ་པ་,wondering,།གློ་བུར་བདེ་བས་ཚིམ་པ་འདི་ཅི་བསམ་པ་དང་།,མེ་ཏོག་ཆར་པ་སྤོས་ཆུ་དང་འདྲེས་བབས་པ་ཡིས། །དམྱལ་བའི་མེ་མདག་ཆིལ་ཆིལ་གསོད་པར་མཐོང་གྱུར་ནས། །གློ་བུར་བདེ་བས་ཚིམ་པ་འདི་ཅི་བསམ་པ་དང་། །སེམས་དམྱལ་རྣམས་ཀྱིས་ཕྱག་ན་པདྨ་མཐོང་བར་ཤོག །,"Seeing a rain of blossoms mixed with scented water drench and extinguish the infernal conflagrations, may the beings in hell be sated with a sudden pleasure, and wondering why that is, behold there Padmapani."
མེད་,do not have,།དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད།,སྔོན་ཆད་མ་བྱུང་བ་ཡང་འདིར་བརྗོད་མེད། །སྡེབ་སྦྱོར་མཁས་པའང་བདག་ལ་ཡོད་མིན་ཏེ། །དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད། །རང་གི་ཡིད་ལ་བསྒོམ་ཕྱིར་ངས་འདི་བརྩམས། །,"I won't say anything not said before, Nor have I any skill in poetry. Thus I have not intended this for others— I've written it to cultivate my mind."
མེད་,no longer,གདོན་མི་ཟ་བར་མེད་འགྱུར་ན། །,བདག་ལ་མི་འཇིགས་སུ་ཡིས་བྱིན། །འདི་ལས་ཇི་ལྟར་ངེས་ཐར་ཞེས། །གདོན་མི་ཟ་བར་མེད་འགྱུར་ན། །ཇི་ལྟར་བདག་ཡིད་བདེ་བར་འདུག །,Who will grant me freedom from fear? And how will I escape from this? I certainly will no longer be. How can my mind remain at ease?
མེད་,don't exist,མ་སྐྱེས་པར་ནི་དེ་མེད་ན། །དེ་ཚེ་སྐྱེ་བར་འདོད་པ་གང་།,མ་སྐྱེས་པར་ནི་དེ་མེད་ན། །དེ་ཚེ་སྐྱེ་བར་འདོད་པ་གང་། །ཡུལ་ལ་རྟག་ཏུ་གཡེང་འགྱུར་བ། །འགག་པར་འགྱུར་བའང་མ་ཡིན་ནོ། །,"Without arising, they don't exist— What then would want to arise? Always distracted by an object, It also would never cease."
མེད་,absent,གང་ཞིག་གང་མེད་མི་འབྱུང་ལ། །,གང་ཞིག་གང་མེད་མི་འབྱུང་ལ། །གང་ཞིག་ཡོད་ན་ཡོད་གྱུར་པ། །དེ་ཉིད་དེ་ཡི་རྒྱུ་ཡིན་ན། །ཇི་ལྟར་དེ་ལ་གེགས་ཞེས་བྱ། །,"If the cause of something is that which If absent, it won't be, And with which, it will come to be, How is that called an obstruction?"
མེད་,exists,གང་ཚེ་གང་ཞིག་མེད་དོ་ཞེས། །བརྟག་བྱའི་དངོས་པོ་མི་དམིགས་པ། །,གང་ཚེ་གང་ཞིག་མེད་དོ་ཞེས། །བརྟག་བྱའི་དངོས་པོ་མི་དམིགས་པ། །དེ་ཚེ་དངོས་མེད་རྟེན་བྲལ་བ། །བློ་ཡི་མདུན་ན་ཇི་ལྟར་གནས། །,"When one says “Nothing exists,” the thing That's being examined isn't observed. Deprived of basis, how can nothing Remain before the mind?"
མེད་,do not exist,དེ་མེད་སྙམ་པའི་རྣམ་རྟོག་ནི། །,དེས་ན་རྨི་ལམ་བུ་ཤི་ལ། །དེ་མེད་སྙམ་པའི་རྣམ་རྟོག་ནི། །དེ་ཡོད་རྣམ་པར་རྟོག་པ་ཡི། །གེགས་ཡིན་དེ་ཡང་བརྫུན་པ་ཡིན། །,"Thus when a child dies in a dream, The thought that they do not exist Negates the thought they do exist, And yet, it also is a fiction."
མེད་,can't be fixed,།འོན་ཏེ་དེ་ནི་མེད་ན་ཡང་། །རྒྱུ་ཡིས་དགོས་པ་ཅི་ཞིག་ཡོད།,དངོས་པོ་ཡོད་པར་གྱུར་པ་ལ། །རྒྱུ་ཡིས་དགོས་པ་ཅི་ཞིག་ཡོད། །འོན་ཏེ་དེ་ནི་མེད་ན་ཡང་། །རྒྱུ་ཡིས་དགོས་པ་ཅི་ཞིག་ཡོད། །,"If something can be fixed, what need Is there to be displeased? If something can't be fixed, what good Is it to be displeased?"
