Word,Translation,Context,Source,Source Translation
བདག་,"['I', 'myself']",།གལ་ཏེ་བདག་གིས་བདག་བསྲུངས་ན། །དེ་དག་ལ་འདིར་ཅི་ཞིག་བྱུང་།,གལ་ཏེ་བདག་ལ་བསམ་པ་ཡི། །ཡོན་ཏན་ཡོད་ན་དམྱལ་མི་འགྲོ། །གལ་ཏེ་བདག་གིས་བདག་བསྲུངས་ན། །དེ་དག་ལ་འདིར་ཅི་ཞིག་བྱུང་། །,"If I had virtuous intentions,
I would not go to hell.
If I protected myself,
What would happen to them here?"
བདག་,yourself,།བདག་དང་གཞན་དུ་མཉམ་པ་དང་།,སྒྱིད་ལུག་མེད་དང་དཔུང་ཚོགས་དང་། །ལྷུར་བླང་བདག་ཉིད་དབང་བྱ་དང་། །བདག་དང་གཞན་དུ་མཉམ་པ་དང་། །བདག་དང་གཞན་དུ་བརྗེ་བར་གྱིས། །,"Without laziness and with an army of allies,
Take control of yourself with diligence,
Equalize yourself and others,
And exchange yourself for others."
བདག་,you,འོན་ཏེ་རྐང་ལག་ལ་སོགས་པ། །བཏང་དགོས་བདག་ནི་འཇིགས་ཤེ་ན།,འོན་ཏེ་རྐང་ལག་ལ་སོགས་པ། །བཏང་དགོས་བདག་ནི་འཇིགས་ཤེ་ན། །ལྕི་དང་ཡང་བ་མ་དཔྱད་པར། །རྨོངས་པས་བདག་ནི་འཇིགས་པར་ཟད། །,"If you fear that you must give up
Your limbs and such things,
You are simply afraid due to ignorance,
Not distinguishing between heavy and light."
བདག་,"['I', 'me']",བདག་ནི་སྔོན་དང་ད་ལྟར་ཡང་། །,བདག་ནི་སྔོན་དང་ད་ལྟར་ཡང་། །ཆོས་ལ་མོས་དང་བྲལ་བ་ཡིས། །ཕོངས་པ་འདི་འདྲ་བྱུང་བར་གྱུར། །སུ་ཞིག་ཆོས་ལ་མོས་པ་གཏོང་། །,"tags:

<t>
Due to my lack of devotion to the Dharma,
Both in the past and even now,
Such misfortune has befallen me.
Who would abandon devotion to the Dharma?"
བདག་,self-nature,རང་དབང་དང་ནི་བདག་མིན་ལ། །,ཀེང་རུས་ཉིད་ཡིན་གཞན་མིན་ན། །རང་དབང་དང་ནི་བདག་མིན་ལ། །རབ་ཏུ་འདོད་ཅིང་ཡོངས་ཞེན་ནས། །ཅི་ཕྱིར་མྱ་ངན་འདས་མི་འགྲོ། །,"If it is merely a skeleton and nothing else,
Why cling so strongly with desire and attachment
To that which has no self-nature or independence?
Why not pass beyond sorrow?"
བསམ་པ་,intention,།དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད།,སྔོན་ཆད་མ་བྱུང་བ་ཡང་འདིར་བརྗོད་མེད། །སྡེབ་སྦྱོར་མཁས་པའང་བདག་ལ་ཡོད་མིན་ཏེ། །དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད། །རང་གི་ཡིད་ལ་བསྒོམ་ཕྱིར་ངས་འདི་བརྩམས། །,"Nothing new that has not been said before is expressed here.
I do not possess the skill of elegant composition.
Therefore, I have no intention to benefit others.
I composed this to meditate within my own mind."
བསམ་པ་,wishes,ཡིད་ལ་བསམ་པ་མཐའ་དག་རྫོགས་བྱེད་པ། །,སེམས་ཅན་གྲངས་མཐའ་ཡས་ལ་དུས་རིང་དུ། །བདེ་བར་གཤེགས་ཀྱི་བདེ་བ་བླ་ན་མེད། །ཡིད་ལ་བསམ་པ་མཐའ་དག་རྫོགས་བྱེད་པ། །རྟག་ཏུ་སྦྱིན་པ་ལྟ་ཞིག་སྨོས་ཅི་དགོས། །,"For countless sentient beings, for a long time,
The unsurpassed bliss of the Sugatas,
Fulfilling all wishes in their minds,
Is constantly given - what need to mention other gifts?"
བསམ་པ་,thoughts,མཚང་འབྲུ་བ་ཡི་བསམ་པ་དང་། །གལ་ཏེ་སྐྱོར་འབྱིན་སླུ་སེམས་སམ། །,དགོད་དང་ག་ཞར་བཅས་པའམ། །གལ་ཏེ་ང་རྒྱལ་རྒྱགས་ལྡན་པའམ། །མཚང་འབྲུ་བ་ཡི་བསམ་པ་དང་། །གལ་ཏེ་སྐྱོར་འབྱིན་སླུ་སེམས་སམ། །,"With laughter and mockery,
Or if filled with pride and arrogance,
With thoughts of exposing faults,
Or if with deceitful, misleading intentions,"
བསམ་པ་,aspirations,།དེ་ལྟར་བྱས་ན་སེམས་ཅན་གྱི། །བསམ་པ་མྱུར་དུ་རྫོགས་པར་འགྱུར། །,དམ་པའི་ཆོས་ནི་སྤྱོད་པའི་ལུས། །ཕྲན་ཚེགས་ཆེད་དུ་གནོད་མི་བྱ། །དེ་ལྟར་བྱས་ན་སེམས་ཅན་གྱི། །བསམ་པ་མྱུར་དུ་རྫོགས་པར་འགྱུར། །,"The holy Dharma is the body of practice.
Do not harm it for trivial reasons.
If you act in this way,
The aspirations of sentient beings will be quickly fulfilled."
བསམ་པ་,intentions,གལ་ཏེ་བདག་ལ་བསམ་པ་ཡི། །ཡོན་ཏན་ཡོད་ན་དམྱལ་མི་འགྲོ།,གལ་ཏེ་བདག་ལ་བསམ་པ་ཡི། །ཡོན་ཏན་ཡོད་ན་དམྱལ་མི་འགྲོ། །གལ་ཏེ་བདག་གིས་བདག་བསྲུངས་ན། །དེ་དག་ལ་འདིར་ཅི་ཞིག་བྱུང་། །,"If I had virtuous intentions,
I would not go to hell.
If I protected myself,
What would happen to them here?"
བསམ་པ་,contemplating,དེ་ཡི་ཕན་ཡོན་བསམ་པས་བསྐྱེད། །,སེམས་ཅན་དོན་གྲུབ་བྱ་ཕྱིར་དཔུང་། །མོས་བརྟན་དགའ་དང་དོར་བ་ཡིན། །མོས་པ་སྡུག་བསྔལ་འཇིགས་པ་དང་། །དེ་ཡི་ཕན་ཡོན་བསམ་པས་བསྐྱེད། །,"In order to accomplish the welfare of beings, the forces
Are aspiration, steadfastness, joy, and renunciation.
Aspiration is generated by contemplating
The sufferings, fears, and benefits thereof."
རང་གི་,own,།རང་གི་ཡིད་ལ་བསྒོམ་ཕྱིར་ངས་འདི་བརྩམས།,སྔོན་ཆད་མ་བྱུང་བ་ཡང་འདིར་བརྗོད་མེད། །སྡེབ་སྦྱོར་མཁས་པའང་བདག་ལ་ཡོད་མིན་ཏེ། །དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད། །རང་གི་ཡིད་ལ་བསྒོམ་ཕྱིར་ངས་འདི་བརྩམས། །,"Nothing new that has not been said before is expressed here.
I do not possess the skill of elegant composition.
Therefore, I have no intention to benefit others.
I composed this to meditate within my own mind."
རང་གི་,one's own,ཐོག་མར་པགས་པའི་རིམ་པ་འདི། །རང་གི་བློ་ཡིས་ཐ་དད་ཕྱེ། །,ཐོག་མར་པགས་པའི་རིམ་པ་འདི། །རང་གི་བློ་ཡིས་ཐ་དད་ཕྱེ། །ཤ་ཡང་རུས་པའི་དྲ་བ་ལས། །ཤེས་རབ་མཚོན་གྱིས་གུད་དུ་ཕྱེ། །,"First, this layer of skin
Is separated by one's own mind.
The flesh too, from the network of bones,
Is separated apart by the sword of wisdom."
རང་གི་,oneself,དེ་བས་བདག་ནི་བསྟོད་དོ་ཞེས། །རང་གི་དགའ་བ་སྐྱེ་འགྱུར་བ། །,དེ་བས་བདག་ནི་བསྟོད་དོ་ཞེས། །རང་གི་དགའ་བ་སྐྱེ་འགྱུར་བ། །དེ་ཡང་དེ་ལྟར་མི་འཐད་པས། །བྱིས་པའི་སྤྱོད་པ་ཁོ་ནར་ཟད། །,"Therefore, when one thinks ""I am being praised,""
And feels joy arising within oneself,
This too is not reasonable,
And is merely childish behavior."
རང་གི་,your own,གང་ཕྱིར་རང་གི་སྐུ་ལའང་མི་གཟིགས་པ། །,རེ་ཞིག་བདག་གི་རྗེར་གྱུར་ཉིད་ཀྱང་ནི། །གང་ཕྱིར་རང་གི་སྐུ་ལའང་མི་གཟིགས་པ། །དེ་ལ་རྨོངས་པ་བདག་གིས་ཇི་ལྟར་ན། །ང་རྒྱལ་བྱ་ཞིང་བྲན་གྱི་དངོས་མི་བྱ། །,"Even though you have become my lord for now,
Since you do not regard even your own body,
How can I, deluded as I am,
Be arrogant and not act as your servant?"
རང་གི་,their own,།དེ་ལ་གོམས་ནས་ཕྱི་ནས་ནི། །རིམ་གྱིས་རང་གི་ཤ་ཡང་གཏོང་། །,ཚོད་མ་ལ་སོགས་སྦྱིན་པ་ལའང་། །འདྲེན་པས་ཐོག་མར་སྦྱོར་བར་མཛད། །དེ་ལ་གོམས་ནས་ཕྱི་ནས་ནི། །རིམ་གྱིས་རང་གི་ཤ་ཡང་གཏོང་། །,"Even in giving vegetables and such,
The Guide first trains them in this practice.
Once they are accustomed to that,
Gradually they give even their own flesh."
གཞན་,others,།དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད།,སྔོན་ཆད་མ་བྱུང་བ་ཡང་འདིར་བརྗོད་མེད། །སྡེབ་སྦྱོར་མཁས་པའང་བདག་ལ་ཡོད་མིན་ཏེ། །དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད། །རང་གི་ཡིད་ལ་བསྒོམ་ཕྱིར་ངས་འདི་བརྩམས། །,"Nothing new that has not been said before is expressed here.
I do not possess the skill of elegant composition.
Therefore, I have no intention to benefit others.
I composed this to meditate within my own mind."
གཞན་,other,ཚེ་རབས་འདི་འམ་གཞན་དག་ཏུ། །,ཐོག་མ་མེད་ལྡན་འཁོར་བ་ནས། །ཚེ་རབས་འདི་འམ་གཞན་དག་ཏུ། །བདག་གིས་མ་འཚལ་སྡིག་བགྱིས་པའམ། །བགྱིད་དུ་སྩལ་བ་ཉིད་དང་ནི། །,"From beginningless cyclic existence,
In this life or in other lives,
The negative actions I have unknowingly committed,
Or caused others to commit, or rejoiced in -"
གཞན་,change,ཁ་སྐམས་མིག་རྩ་ངན་ལ་སོགས། །སྔ་ལས་གཞན་དུ་འགྱུར་སྣང་ན། །,སྐྱེ་བོ་ཡན་ལག་བཅད་པའི་སར། །དི་རིང་ཁྲིད་པའང་བྲེད་འགྱུར་ཏེ། །ཁ་སྐམས་མིག་རྩ་ངན་ལ་སོགས། །སྔ་ལས་གཞན་དུ་འགྱུར་སྣང་ན། །,"Today, even those led to the place where limbs are cut off
Appear to change from before:
Their mouths dry up, their eyes grow dim,
And other such signs of distress arise."
གཞན་,else,དེ་ལས་གཞན་དུ་མི་བསམ་སྟེ། །,གང་ཞིག་བསམས་ཏེ་བྱར་བརྩམས་པ། །དེ་ལས་གཞན་དུ་མི་བསམ་སྟེ། །དེར་གཏང་བ་ཡི་བསམ་པ་ཡིས། །དེ་ཉིད་རེ་ཞིག་བསྒྲུབ་པར་བྱ། །,"Whatever one has considered and begun to do,
One should not think of anything else.
With the intention focused on that task,
One should accomplish just that for the time being."
གཞན་,elsewhere,ལུས་འདི་བསྙོད་ཀྱང་གཞན་འགྲོ་ན། །ཁྱོད་ཀོ་ཅི་སྟེ་ཤ་ཐང་གསོ། །,བྲན་གཡོག་བཀོལ་དུ་མི་བཏུབ་ལའང་། །གོས་ལ་སོགས་པ་མི་སྦྱིན་ན། །ལུས་འདི་བསྙོད་ཀྱང་གཞན་འགྲོ་ན། །ཁྱོད་ཀོ་ཅི་སྟེ་ཤ་ཐང་གསོ། །,"Even if servants are unfit for work,
If you do not provide them clothing and such,
When this body is exhausted and goes elsewhere,
Why do you still strive to nourish your flesh?"
གཞན་,another's,རང་ངམ་གཞན་གྱི་དབང་ཡང་རུང་། །,རང་ངམ་གཞན་གྱི་དབང་ཡང་རུང་། །གནས་སྐབས་གང་དུ་ཅི་སྤྱོད་ཀྱང་། །བསླབ་པར་གསུངས་པ་གང་ཡིན་པའི། །གནས་སྐབས་དེ་ལ་འབད་དེ་བསླབ། །,"Whether by one's own power or another's,
Whatever one practices in any situation,
Whatever training has been taught,
Strive diligently to train in that situation."
གཞན་,another,།གཞན་ཞིག་ཡུད་ཙམ་བདེ་མྱོང་ནས། །སད་པར་གྱུར་པ་གང་ཡིན་པ།,རྨི་ལམ་ལོ་བརྒྱར་བདེ་མྱོང་ནས། །སད་པར་གྱུར་པ་གང་ཡིན་དང་། །གཞན་ཞིག་ཡུད་ཙམ་བདེ་མྱོང་ནས། །སད་པར་གྱུར་པ་གང་ཡིན་པ། །,"Whether one experiences happiness in a dream for a hundred years
And then awakens,
Or another experiences happiness for just a moment
And then awakens -"
གཞན་,others',གཞན་གྱི་ཟས་ཟའི་བྲན་དང་ནི། །,ཉོན་མོངས་ང་རྒྱལ་གྱིས་ཁེངས་ནི། །ངན་འགྲོར་ང་རྒྱལ་གྱིས་ཁྲིད་ཅིང་། །མི་ཡི་དགའ་སྟོན་བཅོམ་པ་དང་། །གཞན་གྱི་ཟས་ཟའི་བྲན་དང་ནི། །,"Filled with the affliction of pride,
Pride leads one to lower realms.
It destroys human celebrations,
And makes one a slave eating others' food."
དོན་,benefit,།དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད།,སྔོན་ཆད་མ་བྱུང་བ་ཡང་འདིར་བརྗོད་མེད། །སྡེབ་སྦྱོར་མཁས་པའང་བདག་ལ་ཡོད་མིན་ཏེ། །དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད། །རང་གི་ཡིད་ལ་བསྒོམ་ཕྱིར་ངས་འདི་བརྩམས། །,"Nothing new that has not been said before is expressed here.
I do not possess the skill of elegant composition.
Therefore, I have no intention to benefit others.
I composed this to meditate within my own mind."
དོན་,meaning,ཅི་སྟེ་འདི་དག་མཐོང་ན་དོན་ཡོད་འགྱུར། །,དགེ་བ་བསྒོམ་ཕྱིར་བདག་གི་དད་པའི་ཤུགས། །འདི་དག་གིས་ཀྱང་རེ་ཞིག་འཕེལ་འགྱུར་ལ། །བདག་དང་སྐལ་བ་མཉམ་པ་གཞན་གྱིས་ཀྱང་། །ཅི་སྟེ་འདི་དག་མཐོང་ན་དོན་ཡོད་འགྱུར། །,"Through the force of my faith, in order to cultivate virtue,
May these for a time increase.
And if others of equal fortune to myself
Should see these, may it become meaningful."
དོན་,purpose,སྐྱེས་བུའི་དོན་སྒྲུབ་ཐོབ་པར་གྱུར་པ་ལ།,དལ་འབྱོར་འདི་ནི་རྙེད་པར་ཤིན་ཏུ་དཀའ། །སྐྱེས་བུའི་དོན་སྒྲུབ་ཐོབ་པར་གྱུར་པ་ལ། །གལ་ཏེ་འདི་ལ་ཕན་པ་མ་བསྒྲུབས་ན། །ཕྱིས་འདི་ཡང་དག་འབྱོར་པར་ག་ལ་འགྱུར། །,"This precious human rebirth is extremely difficult to obtain.
Having attained the ability to accomplish the purpose of beings,
If in this life we do not achieve what is beneficial,
How will we later obtain such a perfect opportunity again?"
དོན་,sake,།དམན་མོས་སེམས་ཅན་དོན་གྱི་ཕྱིར།,འདི་ནི་འཐད་པ་དང་བཅས་པར། །ལག་བཟང་གིས་ནི་ཞུས་པ་ལས། །དམན་མོས་སེམས་ཅན་དོན་གྱི་ཕྱིར། །དེ་བཞིན་གཤེགས་པ་ཉིད་ཀྱིས་གསུངས། །,"This was requested with reasoning
By Subahu in his questions.
For the sake of beings of lesser inclination,
The Tathagata himself taught it thus."
དོན་,welfare,སེམས་ཅན་མ་ལུས་ཐམས་ཅད་ཀྱི། །བདེ་དོན་བརྩོན་པ་སྨོས་ཅི་དགོས། །,ཕན་པར་བསམས་པ་ཙམ་གྱིས་ཀྱང་། །སངས་རྒྱས་མཆོད་ལས་ཁྱད་འཕགས་ན། །སེམས་ཅན་མ་ལུས་ཐམས་ཅད་ཀྱི། །བདེ་དོན་བརྩོན་པ་སྨོས་ཅི་དགོས། །,"Even by merely thinking to benefit others,
One surpasses making offerings to Buddhas.
So what need is there to mention
Striving for the welfare and happiness of all beings without exception?"
དོན་,aims,།དེ་ཉིད་རྟག་ཏུ་དེ་དག་གི །དོན་ཀུན་འགྲུབ་པའི་རྒྱུར་གྱུར་ཅིག །,བདག་ལ་དམིགས་ནས་གང་དག་གི །ཁྲོའམ་དད་པའི་སེམས་བྱུང་བ། །དེ་ཉིད་རྟག་ཏུ་དེ་དག་གི །དོན་ཀུན་འགྲུབ་པའི་རྒྱུར་གྱུར་ཅིག །,"May whatever anger or faith
That arises in anyone's mind toward me
Always become the cause
For all their aims to be accomplished."
དོན་,beneficial,བདག་ཀྱང་དེ་དོན་མི་འགྱུར་བས། །,དེ་ལྟར་བདག་དང་གཞན་བསྟེན་པ། །དེས་ནི་ཕུང་བར་འགྱུར་བར་ཟད། །དེས་ཀྱང་བདག་དོན་མ་བྱས་ལ། །བདག་ཀྱང་དེ་དོན་མི་འགྱུར་བས། །,"Thus, relying on self and others
Will only lead to ruin.
By that, one's own purpose is not accomplished,
And one does not become beneficial to others."
དོན་,essence,ཆོས་ཀྱི་དོན་ཙམ་བླངས་ནས་ནི། །,བུང་བས་མེ་ཏོག་སྦྲང་རྩི་བཞིན། །ཆོས་ཀྱི་དོན་ཙམ་བླངས་ནས་ནི། །ཀུན་ལས་སྔོན་ཆད་མ་མཐོང་བཞིན། །འདྲིས་པ་མེད་པར་གནས་པར་བྱ། །,"Like a bee gathering nectar from flowers,
Taking only the essence of the Dharma,
As if never seen before by anyone,
One should remain without familiarity."
འགྱུར་,become,འདི་དག་གིས་ཀྱང་རེ་ཞིག་འཕེལ་འགྱུར་ལ། །,དགེ་བ་བསྒོམ་ཕྱིར་བདག་གི་དད་པའི་ཤུགས། །འདི་དག་གིས་ཀྱང་རེ་ཞིག་འཕེལ་འགྱུར་ལ། །བདག་དང་སྐལ་བ་མཉམ་པ་གཞན་གྱིས་ཀྱང་། །ཅི་སྟེ་འདི་དག་མཐོང་ན་དོན་ཡོད་འགྱུར། །,"Through the force of my faith, in order to cultivate virtue,
May these for a time increase.
And if others of equal fortune to myself
Should see these, may it become meaningful."
འགྱུར་,appear,ཁ་སྐམས་མིག་རྩ་ངན་ལ་སོགས། །སྔ་ལས་གཞན་དུ་འགྱུར་སྣང་ན། །,སྐྱེ་བོ་ཡན་ལག་བཅད་པའི་སར། །དི་རིང་ཁྲིད་པའང་བྲེད་འགྱུར་ཏེ། །ཁ་སྐམས་མིག་རྩ་ངན་ལ་སོགས། །སྔ་ལས་གཞན་དུ་འགྱུར་སྣང་ན། །,"Today, even those led to the place where limbs are cut off
Appear to change from before:
Their mouths dry up, their eyes grow dim,
And other such signs of distress arise."
འགྱུར་,occur,དེ་ལྟ་ན་ནི་ཀུན་ལེགས་བྱས། །གཞན་དུ་གཉི་གར་མི་འགྱུར་རོ། །,དེ་ལྟ་ན་ནི་ཀུན་ལེགས་བྱས། །གཞན་དུ་གཉི་གར་མི་འགྱུར་རོ། །ཤེས་བཞིན་མ་ཡིན་ཉེ་ཉོན་མོངས། །དེ་ལྟ་ན་ནི་འཕེལ་མི་འགྱུར། །,"If it is like that, all is well done.
Otherwise, neither will occur.
Unawareness is a near-affliction.
If it is like that, it will not increase."
འགྱུར་,attain,སངས་རྒྱས་ཉིད་དུ་འགྱུར་རོ་ཞེས། །,མིག་གིས་སེམས་ཅན་ལྟ་ན་ཡང་། །འདི་དག་ཉིད་ལ་བརྟེན་ནས་བདག །སངས་རྒྱས་ཉིད་དུ་འགྱུར་རོ་ཞེས། །དྲང་ཞིང་བྱམས་པའི་ཚུལ་གྱིས་བལྟ། །,"Even when looking at beings with one's eyes,
View them with kindness and honesty, thinking:
""By relying on these very beings,
I myself will attain Buddhahood."""
འགྱུར་,result,བདེ་འགྱུར་མི་འགྱུར་གཏོལ་མེད་ཀྱི། །,ལས་དེ་ལ་ནི་ཞེན་བྱ་སྟེ། །ལས་དེས་མི་ངོམས་དགའ་བར་བྱ། །བདེ་བའི་དོན་དུ་ལས་བྱས་ཀྱང་། །བདེ་འགྱུར་མི་འགྱུར་གཏོལ་མེད་ཀྱི། །,"One should be attached to that action;
Be insatiable and delight in that action.
Though one acts for the sake of happiness,
There is no certainty whether happiness will result or not."
