Word,Translation,Context,Source,Source Translation
བརྗོད་,words,འགའ་ཞིག་མིག་ལམ་སྣང་གྱུར་ན། །བལྟས་ནས་འོངས་པ་ལེགས་ཞེས་བརྗོད། །,ལྟ་བ་ངལ་བསོའི་ཆེད་དུ་ནི། །རེས་འགའ་ཕྱོགས་སུ་བལྟ་བར་བྱ། །འགའ་ཞིག་མིག་ལམ་སྣང་གྱུར་ན། །བལྟས་ནས་འོངས་པ་ལེགས་ཞེས་བརྗོད། །,"To rest the eyes from constant downward gaze,
At times I may look up and all around.
If someone then appears within my sight,
I'll welcome them with words both warm and sound."
བརྗོད་,speak,ལྐོག་ན་ཡོན་ཏན་བརྗོད་བྱ་ཞིང་།,ལྐོག་ན་ཡོན་ཏན་བརྗོད་བྱ་ཞིང་། །ཡོན་ཏན་བརྗོད་ན་རྗེས་སུ་བརྗོད། །རང་གི་ཡོན་ཏན་བརྗོད་ན་དེ། །ཡོན་ཏན་ཤེས་པར་རིག་པར་བྱ། །,"Discreetly speak of others' virtues,
When virtues are praised, echo the same.
If your own merits you must voice,
Know them as qualities, stay humble."
བརྗོད་,praised,།ཡོན་ཏན་བརྗོད་ན་རྗེས་སུ་བརྗོད།,ལྐོག་ན་ཡོན་ཏན་བརྗོད་བྱ་ཞིང་། །ཡོན་ཏན་བརྗོད་ན་རྗེས་སུ་བརྗོད། །རང་གི་ཡོན་ཏན་བརྗོད་ན་དེ། །ཡོན་ཏན་ཤེས་པར་རིག་པར་བྱ། །,"Discreetly speak of others' virtues,
When virtues are praised, echo the same.
If your own merits you must voice,
Know them as qualities, stay humble."
བརྗོད་,voice,།རང་གི་ཡོན་ཏན་བརྗོད་ན་དེ།,ལྐོག་ན་ཡོན་ཏན་བརྗོད་བྱ་ཞིང་། །ཡོན་ཏན་བརྗོད་ན་རྗེས་སུ་བརྗོད། །རང་གི་ཡོན་ཏན་བརྗོད་ན་དེ། །ཡོན་ཏན་ཤེས་པར་རིག་པར་བྱ། །,"Discreetly speak of others' virtues,
When virtues are praised, echo the same.
If your own merits you must voice,
Know them as qualities, stay humble."
བརྗོད་,speaking,དེ་ན་བརྗོད་ཀྱང་དོན་མེད་དོ། །,གང་ཚེ་འགས་ཀྱང་མཐོང་མིན་ན། །གསལ་བའམ་ནི་མི་གསལ་བ། །མོ་གཤམ་བུ་མོའི་འགྱིང་བག་བཞིན། །དེ་ན་བརྗོད་ཀྱང་དོན་མེད་དོ། །,"When by none can it be seen,
Whether luminous or not manifest,
Like a barren woman's daughter's charms,
Speaking of it serves no purpose."
མཁས་པ་,sages,དེ་ལྟར་གནས་པའི་མཁས་པ་ལ། །བསོད་ནམས་མི་འགྱུར་གང་ཡང་མེད། །,རྒྱལ་སྲས་རྣམས་ཀྱིས་མི་བསླབ་པ། །དེ་ནི་གང་ཡང་ཡོད་མིན་ཏེ། །དེ་ལྟར་གནས་པའི་མཁས་པ་ལ། །བསོད་ནམས་མི་འགྱུར་གང་ཡང་མེད། །,"For Bodhisattvas, nothing exists they shouldn't learn,
No field of knowledge lies beyond their reach.
For sages dwelling thus in wisdom's realm,
No deed exists that merit does not yield."
མཁས་པ་,skilled,ཐེག་ཆེན་དོན་ལ་མཁས་པ་དང་། །,རྟག་པར་དགེ་བའི་བཤེས་གཉེན་ནི། །ཐེག་ཆེན་དོན་ལ་མཁས་པ་དང་། །བྱང་ཆུབ་སེམས་དཔའི་བརྟུལ་ཞུགས་མཆོག །སྲོག་གི་ཕྱིར་ཡང་མི་བཏང་ངོ་། །,"A virtuous guide, constant and true,
Skilled in Mahayana's profound view,
Supreme in bodhisattva's noble vows,
Never forsake, even for life's boughs."
མཁས་པ་,wise,མཁས་པས་སྡུག་བསྔལ་བྱུང་ཡང་ནི། །,མཁས་པས་སྡུག་བསྔལ་བྱུང་ཡང་ནི། །སེམས་ཀྱི་རབ་དང་རྙོག་མི་བྱ། །ཉོན་མོངས་རྣམས་དང་གཡུལ་འགྱེད་ལ། །གཡུལ་འགྱེད་ཚེ་ན་གནོད་པ་མང་། །,"Though suffering befalls the wise,
Their minds stay clear, untroubled still.
In waging war with afflictions,
Many harms arise in battle."
མཁས་པ་,wisdom,མཁས་པའི་ཕྱིར་ན་མི་དགའ་མེད། །,སྡིག་པ་སྤང་ཕྱིར་སྡུག་བསྔལ་མེད། །མཁས་པའི་ཕྱིར་ན་མི་དགའ་མེད། །འདི་ལྟར་ལོག་པར་རྟོག་པ་དང་། །སྡིག་པས་སེམས་དང་ལུས་ལ་གནོད། །,"To shun misdeeds, no suffering endures,
Through wisdom, discontent obscures.
Thus misconceptions and wrongs combined,
Harm both the body and the mind."
མཁས་པ་,wisely,མཁས་པས་འདི་ལྟར་དཔྱད་པར་བྱ། །,ཆགས་པའི་ཕྱིར་དང་རྙེད་སོགས་ལ། །སྲེད་པས་འཇིག་རྟེན་མི་སྤོང་སྟེ། །དེ་བས་འདི་དག་ཡོངས་སྤོངས་ལ། །མཁས་པས་འདི་ལྟར་དཔྱད་པར་བྱ། །,"For attachment's sake and craving gains,
The world one fails to cast away;
Thus, wisely shun these bonds complete,
And contemplate in this skilled way."
མཁས་པ་,wise one,མཁས་པ་སུ་ཞིག་ལུས་དེ་ལ། །འདོད་ཅིང་བསྲུང་དང་མཆོད་བྱེད་ཀྱི།,མཁས་པ་སུ་ཞིག་ལུས་དེ་ལ། །འདོད་ཅིང་བསྲུང་དང་མཆོད་བྱེད་ཀྱི། །འདི་ལ་སུ་ཞིག་དགྲ་བཞིན་དུ། །བལྟ་བར་མི་བྱེད་བརྙས་མི་བྱེད། །,"What wise one desires not this body,
Guards not, nor honors it with care?
Who'd view it as a foe instead,
Or scorn it with a heedless stare?"
མཁས་པ་,wise ones,བདག་གིས་མཁས་པའི་རྗེས་བསྙགས་ཏེ། །,དེ་བས་བྱིས་པའི་སྤྱོད་པས་ཆོག །བདག་གིས་མཁས་པའི་རྗེས་བསྙགས་ཏེ། །བག་ཡོད་གཏམ་ནི་དྲན་བྱས་ནས། །གཉིད་དང་རྨུགས་པ་བཟློག་པར་བྱ། །,"Enough of childish ways and deeds,
I'll follow the path the wise ones lead.
Recalling words of carefulness,
I'll banish sleep and sluggishness."
བདག་,I,བདག་ནི་མེད་པར་འགྱུར་བའི་དུས། །དེ་ནི་གདོན་མི་ཟ་བར་འབྱུང་། །,དི་རིང་ཁོ་ན་མི་འཆི་ཞེས། །བདེ་བར་འདུག་པ་རིགས་མ་ཡིན། །བདག་ནི་མེད་པར་འགྱུར་བའི་དུས། །དེ་ནི་གདོན་མི་ཟ་བར་འབྱུང་། །,"To think, ""Today I surely will not die,""
And rest in comfort is not right or wise.
The time when I shall cease to be draws nigh,
Its coming, without doubt, before me lies."
བདག་,my,བདག་ཡིད་ལས་བསལ་གང་དུ་འགྲོ་བར་འགྱུར། །,ཉོན་མོངས་ཉོན་མོངས་ཤེས་རབ་མིག་གིས་སྤང་། །བདག་ཡིད་ལས་བསལ་གང་དུ་འགྲོ་བར་འགྱུར། །གང་དུ་གནས་ནས་བདག་གནོད་བྱ་ཕྱིར་འོང་། །བློ་ཞེན་བདག་ལ་བརྩོན་པ་མེད་པར་ཟད། །,"Afflictions, by wisdom's eye, are cast away.
Once banished from my mind, where can they go?
Where could they dwell to gather strength anew?
My weak resolve alone lets them remain."
བདག་,self,ཁ་ན་མ་ཐོ་མེད་དངོས་ལ། །བདག་དང་སེམས་ཅན་དབང་བྱས་ཤིང་། །,ཁ་ན་མ་ཐོ་མེད་དངོས་ལ། །བདག་དང་སེམས་ཅན་དབང་བྱས་ཤིང་། །སྤྲུལ་པ་བཞིན་དུ་ང་མེད་པར། །ཡིད་འདི་རྟག་ཏུ་གཟུང་བར་བྱ། །,"In blameless deeds for self and beings' sake,
Like emanations, void of ego's trace,
This mind, controlled yet free, we undertake
To hold, unwav'ring, in its rightful place."
བདག་,me,བདག་ལ་འདིར་གོང་ཡོང་མེད་ལ། །,བདག་ལ་འདིར་གོང་ཡོང་མེད་ལ། །ཕ་རོལ་དུ་ཡང་བདེ་བ་ཆེ། །ཉེས་པས་མི་དགའ་སྡུག་བསྔལ་ཞིང་། །ཕ་རོལ་དུ་ཡང་སྡུག་བསྔལ་ཆེ། །,"For me, no loss comes here and now,
While great joy awaits in the life beyond.
Faults breed gloom and suffering here,
And greater pain in the world to come."
བདག་,myself,བདག་གམ་བདག་གི་བཤེས་རྣམས་ལ། །,བདག་གམ་བདག་གི་བཤེས་རྣམས་ལ། །སྡུག་བསྔལ་བརྙས་དང་ཚིག་རྩུབ་དང་། །མི་སྙན་ཞེས་བྱ་མི་འདོད་དེ། །དགྲ་ལ་དེ་ལས་བཟློག་པས་སོ། །,"For myself and those I call my friends,
Suffering, scorn, and words that wound,
Disrepute - these I do not wish.
For foes, the opposite I'd choose."
བདག་,oneself,བདག་ལ་བསྟོད་སེམས་ཡོད་མི་སྲིད། །,རེ་ཞིག་སྒྲ་ལ་སེམས་མེད་ཕྱིར། །བདག་ལ་བསྟོད་སེམས་ཡོད་མི་སྲིད། །བདག་ལ་གཞན་དགའ་ཞེས་གྲགས་པ། །དེ་ནི་དགའ་བའི་རྒྱུ་ཡིན་གྲང་། །,"Since sound itself has no mind to praise,
How could it harbor thoughts to laud oneself?
The fame that ""others joy in me"" resounds—
Is that, perchance, the source of one's delight?"
བདག་,My own,བདག་དང་གཞན་གྱི་ཉེས་པ་ནི། །,བདག་དང་གཞན་གྱི་ཉེས་པ་ནི། །དཔག་མེད་བདག་གིས་གཞོམ་བྱ་སྟེ། །གང་དུ་ཉེས་པ་རེ་རེ་ལའང་། །བསྐལ་པ་རྒྱ་མཚོ་ཟད་འགྱུར་བ། །,"My own and others' countless faults,
I must strive to overcome them all;
For each and every single wrong,
An ocean of aeons may be spent."
བདག་,one's own,།བདག་གི་ལུས་ནི་གཞན་དག་ཏུའང་། །བཞག་པ་དེ་ལྟར་དཀའ་བ་མེད། །,དེ་བཞིན་གཞན་གྱི་ལུས་ལ་ཡང་། །བདག་ཅེས་ཅི་ཡི་ཕྱིར་མི་གཟུང་། །བདག་གི་ལུས་ནི་གཞན་དག་ཏུའང་། །བཞག་པ་དེ་ལྟར་དཀའ་བ་མེད། །,"Just so, why not grasp as ""I""
The bodies of others too?
Placing one's own body as another's
Is likewise not difficult at all."
བདག་,selves,བདག་ཀུན་ཡོན་ཏན་ལྡན་པ་ཉིད། །,ཡོན་ཏན་མེད་པས་ཅི་ཞིག་བྱ། །བདག་ཀུན་ཡོན་ཏན་ལྡན་པ་ཉིད། །གང་བས་འདི་དམན་དེ་ཡོད་ཅིང་། །གང་བས་བདག་མཆོག་དེ་ཡང་ཡོད། །,"What use are those devoid of virtues?
All selves are endowed with qualities.
Some surpass this one in certain ways,
While in others, self excels as well."
བདག་,own,མདོར་ན་བདག་གི་དོན་གྱི་ཕྱིར། །ཁྱོད་ཀྱིས་གཞན་ལ་གནོད་བྱས་གང་། །,མདོར་ན་བདག་གི་དོན་གྱི་ཕྱིར། །ཁྱོད་ཀྱིས་གཞན་ལ་གནོད་བྱས་གང་། །གནོད་དེ་སེམས་ཅན་དོན་གྱི་ཕྱིར། །བདག་ཉིད་ལ་ནི་འབབ་པར་གྱིས། །,"In brief, for your own sake in the past,
The harm you've done to others, all of that—
Now for the sake of sentient beings, may
That very harm befall yourself, I pray."
བདག་,yourself,བདག་གིས་གཞན་ལ་ཁྱོད་བཙོང་གིས། །སྐྱོ་བར་མ་སེམས་ཞོ་ཤ་ཕུལ། །,ད་དུང་བདག་ལ་རང་གི་དོན། །ཡོད་སྙམ་སེམས་པ་དེ་དོར་ཅིག །བདག་གིས་གཞན་ལ་ཁྱོད་བཙོང་གིས། །སྐྱོ་བར་མ་སེམས་ཞོ་ཤ་ཕུལ། །,"Abandon thoughts of self-interest still lingering,
To others, sell yourself without hesitating.
Don't be disheartened in your offering,
Give your flesh and blood, yourself dedicating."
བདག་,Self,བདག་མིན་སྔར་ནི་བཀག་ཟིན་ཕྱིར། །,དབང་ཕྱུག་མཁའ་མིན་གཡོ་མེད་ཕྱིར། །བདག་མིན་སྔར་ནི་བཀག་ཟིན་ཕྱིར། །བསམ་མིན་པ་ཡི་བྱེད་པོ་ཡང་། །བསམ་མིན་བརྗོད་པས་ཅི་ཞིག་བྱ། །,"God's not space, for it's inanimate,
Self's not He, as we've refuted prior.
An inconceivable creator then,
What use to speak of the unthinkable?"
བསམ་པ་,thinking,ཕན་འདོགས་བསམ་པ་དང་ལྡན་དེ། །,སེམས་ཅན་རྣམས་ཀྱི་ཀླད་ནད་ཙམ། །བསལ་ལོ་སྙམ་དུ་བསམས་ན་ཡང་། །ཕན་འདོགས་བསམ་པ་དང་ལྡན་དེ། །བསོད་ནམས་དཔག་མེད་ལྡན་གྱུར་ན། །,"If merely thinking to relieve
A headache for some beings brings
Such merit beyond measure, then
What of the wish to end all pain?"
བསམ་པ་,mind,དེར་གཏང་བ་ཡི་བསམ་པ་ཡིས། །,གང་ཞིག་བསམས་ཏེ་བྱར་བརྩམས་པ། །དེ་ལས་གཞན་དུ་མི་བསམ་སྟེ། །དེར་གཏང་བ་ཡི་བསམ་པ་ཡིས། །དེ་ཉིད་རེ་ཞིག་བསྒྲུབ་པར་བྱ། །,"What's been considered and begun to do,
Should not be cast aside for something new.
With mind intent upon that chosen task,
First bring it to fulfillment, see it through."
བསམ་པ་,intentions,བསམ་པ་མྱུར་དུ་རྫོགས་པར་འགྱུར། །,དམ་པའི་ཆོས་ནི་སྤྱོད་པའི་ལུས། །ཕྲན་ཚེགས་ཆེད་དུ་གནོད་མི་བྱ། །དེ་ལྟར་བྱས་ན་སེམས་ཅན་གྱི། །བསམ་པ་མྱུར་དུ་རྫོགས་པར་འགྱུར། །,"The body that practices the true dharma,
Should not be harmed for minor ends.
By doing so, the intentions
Of beings will swiftly be fulfilled."
བསམ་པ་,intent,གལ་ཏེ་བདག་ལ་བསམ་པ་ཡི། །ཡོན་ཏན་ཡོད་ན་དམྱལ་མི་འགྲོ། །,གལ་ཏེ་བདག་ལ་བསམ་པ་ཡི། །ཡོན་ཏན་ཡོད་ན་དམྱལ་མི་འགྲོ། །གལ་ཏེ་བདག་གིས་བདག་བསྲུངས་ན། །དེ་དག་ལ་འདིར་ཅི་ཞིག་བྱུང་། །,"If I possess the virtue of good intent,
To hell I shall not have to descend.
If I can guard myself with care,
What befalls others here and there?"
བསམ་པ་,intention,བསམ་པའི་ཡོན་ཏན་རང་གིས་མིན། །,བསམ་པའི་ཡོན་ཏན་རང་གིས་མིན། །འབྲས་བུ་ལས་ཡིན་དེས་མཚུངས་པར། །སེམས་ཅན་རྣམས་ལའང་ཡོན་ཏན་ཡོད། །དེ་ཕྱིར་དེ་དག་མཉམ་པ་ཡིན། །,"Not by intention are qualities self-possessed,
But from results, thus equally expressed.
In sentient beings, too, such virtues reside,
Hence, they and Buddha stand side by side."
བསམ་པ་,contemplating,མོས་པ་སྡུག་བསྔལ་འཇིགས་པ་དང་། །དེ་ཡི་ཕན་ཡོན་བསམ་པས་བསྐྱེད། །,སེམས་ཅན་དོན་གྲུབ་བྱ་ཕྱིར་དཔུང་། །མོས་བརྟན་དགའ་དང་དོར་བ་ཡིན། །མོས་པ་སྡུག་བསྔལ་འཇིགས་པ་དང་། །དེ་ཡི་ཕན་ཡོན་བསམ་པས་བསྐྱེད། །,"To fulfill the purpose of beings, these forces:
Aspiration, steadfastness, joy, and discarding.
Aspiration's born from fearing suffering
And contemplating its great benefits."
བསམ་པ་,desires,ཡིད་ལ་བསམ་པ་གྲུབ་གྱུར་ཏེ། །,གྲུ་དང་གྲུ་ཆེན་ཞུགས་པ་རྣམས། །ཡིད་ལ་བསམ་པ་གྲུབ་གྱུར་ཏེ། །ཆུ་ཡི་ངོགས་སུ་བདེར་ཕྱིན་ནས། །གཉེན་དང་ལྷན་ཅིག་དགའ་བར་ཤོག །,"May those who board boats and ships
Have their heart's desires fulfilled;
Reaching shore safely and with ease,
Rejoice together with their kin."
གཞན་,others,གཞན་ལ་སྨོད་པ་ཉིད་དང་ནི། །,གང་ཚེ་བདག་བསྟོད་ལྷུར་ལེན་པའམ། །གཞན་ལ་སྨོད་པ་ཉིད་དང་ནི། །གཤེ་བཅས་འགྱོད་དང་བཅས་གྱུར་པ། །དེ་ཚེ་ཤིང་བཞིན་གནས་པར་བྱ། །,"When self-praise becomes my keen pursuit,
Or I disparage others with ill repute,
With harsh words and thoughts of strife impure,
Like a tree, unmoved I shall endure."
གཞན་,beyond,ཅི་ནས་འདི་དང་གཞན་དུ་ཡང་། །,སྙིང་རྗེའི་བསམ་པ་མ་དག་པར། །ལུས་འདི་གཏང་བར་མི་བྱ་སྟེ། །ཅི་ནས་འདི་དང་གཞན་དུ་ཡང་། །དོན་ཆེན་སྒྲུབ་པའི་རྒྱུར་གཏང་ངོ་། །,"With compassion's intent not yet pure,
This body should not be given away;
Rather, in this life and beyond,
Dedicate it as cause for great aims."
གཞན་,Another,།གཞན་ཞིག་ཡུད་ཙམ་བདེ་མྱོང་ནས། །སད་པར་གྱུར་པ་གང་ཡིན་པ།,རྨི་ལམ་ལོ་བརྒྱར་བདེ་མྱོང་ནས། །སད་པར་གྱུར་པ་གང་ཡིན་དང་། །གཞན་ཞིག་ཡུད་ཙམ་བདེ་མྱོང་ནས། །སད་པར་གྱུར་པ་གང་ཡིན་པ། །,"One who dreamt bliss for hundred years,
Then woke to find it disappear;
Another dreamt a moment's joy,
Then woke to see it was a ploy."
གཞན་,others',བདག་དང་གཞན་གྱི་ཉེས་པ་ནི། །,བདག་དང་གཞན་གྱི་ཉེས་པ་ནི། །དཔག་མེད་བདག་གིས་གཞོམ་བྱ་སྟེ། །གང་དུ་ཉེས་པ་རེ་རེ་ལའང་། །བསྐལ་པ་རྒྱ་མཚོ་ཟད་འགྱུར་བ། །,"My own and others' countless faults,
I must strive to overcome them all;
For each and every single wrong,
An ocean of aeons may be spent."
གཞན་,other,གཞན་དང་འབྲས་བུའི་དུས་ཀྱང་ནི། །དམན་འགྱུར་དེ་ཡང་སྒྲུབ་མི་འགྱུར། །,སྐྱེ་བ་གཞན་དུ་དེ་གོམས་ཤིང་། །སྡིག་དང་སྡུག་བསྔལ་འཕེལ་བར་འགྱུར། །གཞན་དང་འབྲས་བུའི་དུས་ཀྱང་ནི། །དམན་འགྱུར་དེ་ཡང་སྒྲུབ་མི་འགྱུར། །,"In other births, this habit grows stronger,
Misdeeds and suffering then increase.
Other virtues and their fruits in time
Diminish, and remain unaccomplished."
གཞན་,another,གཞན་ཁྱོད་ཅི་ཕྱིར་པང་དུ་འཁྱུད། །,གལ་ཏེ་མི་གཙང་ཆགས་མེད་ན། །མི་གཙང་ཞིང་ལས་བྱུང་གྱུར་ཅིང་། །དེ་ཡི་ས་བོན་དེས་བསྐྱེད་པ། །གཞན་ཁྱོད་ཅི་ཕྱིར་པང་དུ་འཁྱུད། །,"If you claim no desire for the unclean,
Yet emerged from an unclean field,
And were created by its impure seed,
Why then embrace another's form?"
གཞན་,another's,།བདག་གི་ལུས་ནི་གཞན་དག་ཏུའང་། །བཞག་པ་དེ་ལྟར་དཀའ་བ་མེད། །,དེ་བཞིན་གཞན་གྱི་ལུས་ལ་ཡང་། །བདག་ཅེས་ཅི་ཡི་ཕྱིར་མི་གཟུང་། །བདག་གི་ལུས་ནི་གཞན་དག་ཏུའང་། །བཞག་པ་དེ་ལྟར་དཀའ་བ་མེད། །,"Just so, why not grasp as ""I""
The bodies of others too?
Placing one's own body as another's
Is likewise not difficult at all."
གཞན་,else,དེ་ནི་གཞན་ལ་ལྟོས་པ་མིན། །,རྟག་ཏུ་ཅི་ཕྱིར་བྱེད་མིན་ཏེ། །དེ་ནི་གཞན་ལ་ལྟོས་པ་མིན། །དེས་བྱས་མིན་གཞན་ཡོད་མིན་ན། །དེས་འདི་གང་ལ་ལྟོས་པར་འགྱུར། །,"Why not act unceasingly, at all times?
For it depends on nothing else.
If naught exists not made by it,
On what could its acts ever depend?"
དོན་,aims,དོན་ཀུན་འགྲུབ་པའི་རྒྱུར་གྱུར་ཅིག །,བདག་ལ་དམིགས་ནས་གང་དག་གི །ཁྲོའམ་དད་པའི་སེམས་བྱུང་བ། །དེ་ཉིད་རྟག་ཏུ་དེ་དག་གི །དོན་ཀུན་འགྲུབ་པའི་རྒྱུར་གྱུར་ཅིག །,"For those who think of me with wrath or faith,
May these emotions, whichever they be,
Become the cause, enduring without wraith,
To fulfill all their aims eternally."
དོན་,needs,སེམས་ཅན་ཀུན་གྱི་དོན་ལ་དམན། །,དེ་ནི་བྱང་ཆུབ་སེམས་དཔའ་ལ། །ལྟུང་བའི་ནང་ན་ལྕི་བ་སྟེ། །འདི་ལྟར་དེ་ནི་བྱུང་གྱུར་ན། །སེམས་ཅན་ཀུན་གྱི་དོན་ལ་དམན། །,"For Bodhisattvas, this is gravest fall
Among all downfalls one could ever face.
For if this lapse should ever come to pass,
It dims the light that serves all beings' needs."
དོན་,goal,དོན་མ་གྲུབ་པར་ཕྱིར་ཕྱོགས་འབྱེར་བར་མི་བྱེད་ན། །,རང་བཞིན་འཆི་བས་སྡུག་བསྔལ་གྱུར་པའི་ཉོན་མོངས་དག །གཡུལ་ངོར་མདར་ཚེ་ནན་གྱིས་གཞོམ་པར་འདོད་པ་ཡང་། །མདའ་མདུང་མཚོན་གྱིས་ཕོག་པའི་སྡུག་བསྔལ་ཁྱད་བསད་ནས། །དོན་མ་གྲུབ་པར་ཕྱིར་ཕྱོགས་འབྱེར་བར་མི་བྱེད་ན། །,"Afflictions, painful by their mortal nature,
When faced in battle, I'll strive to destroy.
Though pierced by arrows, spears, and blades of war,
I'll not retreat until my goal is won."
