Word,Translation,Context,Source,Source Translation
བདག་,self,བློ་ཞེན་བདག་ལ་བརྩོན་པ་མེད་པར་ཟད། །,ཉོན་མོངས་ཉོན་མོངས་ཤེས་རབ་མིག་གིས་སྤང་། །བདག་ཡིད་ལས་བསལ་གང་དུ་འགྲོ་བར་འགྱུར། །གང་དུ་གནས་ནས་བདག་གནོད་བྱ་ཕྱིར་འོང་། །བློ་ཞེན་བདག་ལ་བརྩོན་པ་མེད་པར་ཟད། །,"Abandon afflictive emotions with the eye of wisdom.
Where will they go when removed from one's mind?
Where will they dwell before returning to harm oneself?
Mental attachments are exhausted when there is no more striving for self."
བདག་,mine,དེ་ལྟས་བདག་གི་སེམས་འདི་ནི། །ལེགས་གཟུང་ལེགས་པར་བསྲུང་བར་བྱ། །,དེ་ལྟས་བདག་གི་སེམས་འདི་ནི། །ལེགས་གཟུང་ལེགས་པར་བསྲུང་བར་བྱ། །སེམས་བསྲུང་བརྟུལ་ཞུགས་མ་གཏོགས་པ། །བརྟུལ་ཞུགས་མང་པོས་ཅི་ཞིག་བྱ། །,"Therefore, this mind of mine
Should be well-grasped and well-guarded.
Apart from the discipline of guarding the mind,
What use are many other disciplines?"
བདག་,"['me', 'my']",དེ་ཕྱིར་བདག་གི་བསྟོད་སོགས་ནི། །གཞིག་ཕྱིར་གང་དག་ཉེར་གནས་པ། །,དེ་ཕྱིར་བདག་གི་བསྟོད་སོགས་ནི། །གཞིག་ཕྱིར་གང་དག་ཉེར་གནས་པ། །དེ་དག་བདག་ནི་ངན་སོང་དུ། །ལྟུང་བ་བསྲུང་ཕྱིར་ཞུགས་མིན་ནམ། །,"Therefore, those who remain near
In order to destroy my praise and such,
Are they not engaged in protecting me
From falling into the lower realms?"
བདག་,inherent identity,རང་དབང་དང་ནི་བདག་མིན་ལ། །,ཀེང་རུས་ཉིད་ཡིན་གཞན་མིན་ན། །རང་དབང་དང་ནི་བདག་མིན་ལ། །རབ་ཏུ་འདོད་ཅིང་ཡོངས་ཞེན་ནས། །ཅི་ཕྱིར་མྱ་ངན་འདས་མི་འགྲོ། །,"If it is merely a skeleton and nothing else,
Not self-existent or having inherent identity,
Why, clinging to it with such strong desire and attachment,
Do you not pass beyond sorrow?"
བདག་,themselves,བདག་ལ་ཕན་འདོད་རྣམ་རྨོངས་པས། །,བདག་ལ་ཕན་འདོད་རྣམ་རྨོངས་པས། །གང་དོན་ཉིད་དུ་བཙོང་བ་ཡང་། །དེ་མ་ཐོབ་པར་དོན་མེད་པའི། །གཞན་གྱི་ལས་ཀྱི་རླུང་གིས་བདས། །,"Those who, confused and desiring to benefit themselves,
Sell themselves for some purpose,
Without attaining that goal, become meaningless,
Driven by the winds of others' actions."
བསམ་པ་,intention,།དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད།,སྔོན་ཆད་མ་བྱུང་བ་ཡང་འདིར་བརྗོད་མེད། །སྡེབ་སྦྱོར་མཁས་པའང་བདག་ལ་ཡོད་མིན་ཏེ། །དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད། །རང་གི་ཡིད་ལ་བསྒོམ་ཕྱིར་ངས་འདི་བརྩམས། །,"Nothing new that has not been said before is expressed here.
I do not possess the skill of elegant composition.
Therefore, I have no intention to benefit others.
I composed this to cultivate my own mind."
བསམ་པ་,wishes,ཡིད་ལ་བསམ་པ་མཐའ་དག་རྫོགས་བྱེད་པ། །,སེམས་ཅན་གྲངས་མཐའ་ཡས་ལ་དུས་རིང་དུ། །བདེ་བར་གཤེགས་ཀྱི་བདེ་བ་བླ་ན་མེད། །ཡིད་ལ་བསམ་པ་མཐའ་དག་རྫོགས་བྱེད་པ། །རྟག་ཏུ་སྦྱིན་པ་ལྟ་ཞིག་སྨོས་ཅི་དགོས། །,"For countless sentient beings, over a long time,
The unsurpassed bliss of the Sugatas (Buddhas),
Fulfilling all wishes in their minds -
What need is there to even mention constant giving?"
བསམ་པ་,mind,དེར་གཏང་བ་ཡི་བསམ་པ་ཡིས། །,གང་ཞིག་བསམས་ཏེ་བྱར་བརྩམས་པ། །དེ་ལས་གཞན་དུ་མི་བསམ་སྟེ། །དེར་གཏང་བ་ཡི་བསམ་པ་ཡིས། །དེ་ཉིད་རེ་ཞིག་བསྒྲུབ་པར་བྱ། །,"Whatever one has considered and begun to do,
One should not think of anything else.
With a mind focused on that task,
One should accomplish that very thing for the time being."
བསམ་པ་,thoughts,མཚང་འབྲུ་བ་ཡི་བསམ་པ་དང་། །གལ་ཏེ་སྐྱོར་འབྱིན་སླུ་སེམས་སམ། །,དགོད་དང་ག་ཞར་བཅས་པའམ། །གལ་ཏེ་ང་རྒྱལ་རྒྱགས་ལྡན་པའམ། །མཚང་འབྲུ་བ་ཡི་བསམ་པ་དང་། །གལ་ཏེ་སྐྱོར་འབྱིན་སླུ་སེམས་སམ། །,"With laughter and mockery,
Or if filled with pride and arrogance,
With thoughts of finding faults,
Or if with deceitful, misleading intentions,"
བསམ་པ་,aspirations,བསམ་པ་མྱུར་དུ་རྫོགས་པར་འགྱུར། །,དམ་པའི་ཆོས་ནི་སྤྱོད་པའི་ལུས། །ཕྲན་ཚེགས་ཆེད་དུ་གནོད་མི་བྱ། །དེ་ལྟར་བྱས་ན་སེམས་ཅན་གྱི། །བསམ་པ་མྱུར་དུ་རྫོགས་པར་འགྱུར། །,"The holy Dharma is the body of practice.
Do not harm it for trivial reasons.
If you act in this way,
The aspirations of sentient beings will be swiftly fulfilled."
བསམ་པ་,intentions,གལ་ཏེ་བདག་ལ་བསམ་པ་ཡི། །ཡོན་ཏན་ཡོད་ན་དམྱལ་མི་འགྲོ། །,གལ་ཏེ་བདག་ལ་བསམ་པ་ཡི། །ཡོན་ཏན་ཡོད་ན་དམྱལ་མི་འགྲོ། །གལ་ཏེ་བདག་གིས་བདག་བསྲུངས་ན། །དེ་དག་ལ་འདིར་ཅི་ཞིག་བྱུང་། །,"If I have virtuous intentions,
I will not go to hell.
If I protect myself,
What harm can come to me here?"
བསམ་པ་,concerns,དེ་བས་འཇིག་རྟེན་བསམ་པ་བཏང་། །,སེམས་ཅན་མོས་པ་སྣ་ཚོགས་པ། །རྒྱལ་བས་ཀྱང་ནི་མི་མགུ་ན། །བདག་འདྲ་ངན་པས་སྨོས་ཅི་དགོས། །དེ་བས་འཇིག་རྟེན་བསམ་པ་བཏང་། །,"Even the Buddhas cannot please
All the diverse inclinations of beings.
So what hope is there for one as lowly as myself?
Therefore, abandon worldly concerns."
གཞན་,others,།དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད།,སྔོན་ཆད་མ་བྱུང་བ་ཡང་འདིར་བརྗོད་མེད། །སྡེབ་སྦྱོར་མཁས་པའང་བདག་ལ་ཡོད་མིན་ཏེ། །དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད། །རང་གི་ཡིད་ལ་བསྒོམ་ཕྱིར་ངས་འདི་བརྩམས། །,"Nothing new that has not been said before is expressed here.
I do not possess the skill of elegant composition.
Therefore, I have no intention to benefit others.
I composed this to cultivate my own mind."
གཞན་,other,ཚེ་རབས་འདི་འམ་གཞན་དག་ཏུ། །,ཐོག་མ་མེད་ལྡན་འཁོར་བ་ནས། །ཚེ་རབས་འདི་འམ་གཞན་དག་ཏུ། །བདག་གིས་མ་འཚལ་སྡིག་བགྱིས་པའམ། །བགྱིད་དུ་སྩལ་བ་ཉིད་དང་ནི། །,"From beginningless cyclic existence,
In this life or in other lives,
The negative actions I have unknowingly committed,
Or caused others to commit,"
གཞན་,else,དེ་ལས་གཞན་དུ་མི་བསམ་སྟེ། །,གང་ཞིག་བསམས་ཏེ་བྱར་བརྩམས་པ། །དེ་ལས་གཞན་དུ་མི་བསམ་སྟེ། །དེར་གཏང་བ་ཡི་བསམ་པ་ཡིས། །དེ་ཉིད་རེ་ཞིག་བསྒྲུབ་པར་བྱ། །,"Whatever one has considered and begun to do,
One should not think of anything else.
With a mind focused on that task,
One should accomplish that very thing for the time being."
གཞན་,another's,བཞོན་པ་མལ་སྟན་གནས་དག་ཏུ། །བུད་མེད་གཞན་དང་གཅིག་མི་བྱ།,བཞོན་པ་མལ་སྟན་གནས་དག་ཏུ། །བུད་མེད་གཞན་དང་གཅིག་མི་བྱ། །འཇིག་རྟེན་མ་དད་གྱུར་པ་ཀུན། །མཐོང་དང་དྲིས་ཏེ་སྤང་བར་བྱ། །,"In vehicles, beds, seats, and dwellings,
Do not be alone with another's wife.
All worldly things that cause loss of faith,
Seeing or hearing of them, should be abandoned."
གཞན་,another,།གཞན་ཞིག་ཡུད་ཙམ་བདེ་མྱོང་ནས། །སད་པར་གྱུར་པ་གང་ཡིན་པ།,རྨི་ལམ་ལོ་བརྒྱར་བདེ་མྱོང་ནས། །སད་པར་གྱུར་པ་གང་ཡིན་དང་། །གཞན་ཞིག་ཡུད་ཙམ་བདེ་མྱོང་ནས། །སད་པར་གྱུར་པ་གང་ཡིན་པ། །,"Whether one experiences happiness for a hundred years in a dream
And then awakens,
Or another experiences happiness for just a moment
And then awakens -"
གཞན་,others',གཞན་གྱི་ཟས་ཟའི་བྲན་དང་ནི། །,ཉོན་མོངས་ང་རྒྱལ་གྱིས་ཁེངས་ནི། །ངན་འགྲོར་ང་རྒྱལ་གྱིས་ཁྲིད་ཅིང་། །མི་ཡི་དགའ་སྟོན་བཅོམ་པ་དང་། །གཞན་གྱི་ཟས་ཟའི་བྲན་དང་ནི། །,"Filled with the affliction of pride,
Pride leads one to lower realms.
It destroys human joy and celebration,
And makes one a slave eating others' food."
དོན་,benefit,།དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད།,སྔོན་ཆད་མ་བྱུང་བ་ཡང་འདིར་བརྗོད་མེད། །སྡེབ་སྦྱོར་མཁས་པའང་བདག་ལ་ཡོད་མིན་ཏེ། །དེ་ཕྱིར་གཞན་དོན་བསམ་པ་བདག་ལ་མེད། །རང་གི་ཡིད་ལ་བསྒོམ་ཕྱིར་ངས་འདི་བརྩམས། །,"Nothing new that has not been said before is expressed here.
I do not possess the skill of elegant composition.
Therefore, I have no intention to benefit others.
I composed this to cultivate my own mind."
དོན་,meaning,ཅི་སྟེ་འདི་དག་མཐོང་ན་དོན་ཡོད་འགྱུར། །,དགེ་བ་བསྒོམ་ཕྱིར་བདག་གི་དད་པའི་ཤུགས། །འདི་དག་གིས་ཀྱང་རེ་ཞིག་འཕེལ་འགྱུར་ལ། །བདག་དང་སྐལ་བ་མཉམ་པ་གཞན་གྱིས་ཀྱང་། །ཅི་སྟེ་འདི་དག་མཐོང་ན་དོན་ཡོད་འགྱུར། །,"In order to cultivate virtue, may the power of my faith
Be increased for a time by these [teachings].
And if others of equal fortune to myself
Should see these, may it become meaningful for them as well."
དོན་,purpose,སྐྱེས་བུའི་དོན་སྒྲུབ་ཐོབ་པར་གྱུར་པ་ལ།,དལ་འབྱོར་འདི་ནི་རྙེད་པར་ཤིན་ཏུ་དཀའ། །སྐྱེས་བུའི་དོན་སྒྲུབ་ཐོབ་པར་གྱུར་པ་ལ། །གལ་ཏེ་འདི་ལ་ཕན་པ་མ་བསྒྲུབས་ན། །ཕྱིས་འདི་ཡང་དག་འབྱོར་པར་ག་ལ་འགྱུར། །,"This precious human life, so difficult to obtain,
Has been attained to fulfill the purpose of beings.
If in this life one does not accomplish what is beneficial,
How will such a perfect opportunity come again?"
དོན་,sake,མཛའ་དང་མི་མཛའི་དོན་གྱི་ཕྱིར། །སྡིག་པ་རྣམ་པ་སྣ་ཚོགས་བྱས། །,ཐམས་ཅད་བོར་ཏེ་ཆས་དགོས་པར། །བདག་གིས་དེ་ལྟར་མ་ཤེས་ནས། །མཛའ་དང་མི་མཛའི་དོན་གྱི་ཕྱིར། །སྡིག་པ་རྣམ་པ་སྣ་ཚོགས་བྱས། །,"Not knowing that I must depart leaving everything behind,
I have committed various sins
For the sake of friends and enemies."
དོན་,welfare,དེ་བས་རྒྱལ་བ་འགྲོ་བའི་མགོན། །འགྲོ་བ་སྐྱོབ་པའི་དོན་བརྩོན་པ། །,དེ་བས་རྒྱལ་བ་འགྲོ་བའི་མགོན། །འགྲོ་བ་སྐྱོབ་པའི་དོན་བརྩོན་པ། །སྟོབས་ཆེན་འཇིགས་པ་ཀུན་སེལ་ལ། །དི་རིང་ཉིད་ནས་སྐྱབས་སུ་མཆི། །,"Therefore, to the Victorious One, Protector of beings,
Who strives for the welfare of saving beings,
The Mighty One who dispels all fears,
From this very day, I go for refuge."
དོན་,aims,།དེ་ཉིད་རྟག་ཏུ་དེ་དག་གི །དོན་ཀུན་འགྲུབ་པའི་རྒྱུར་གྱུར་ཅིག །,བདག་ལ་དམིགས་ནས་གང་དག་གི །ཁྲོའམ་དད་པའི་སེམས་བྱུང་བ། །དེ་ཉིད་རྟག་ཏུ་དེ་དག་གི །དོན་ཀུན་འགྲུབ་པའི་རྒྱུར་གྱུར་ཅིག །,"May whatever anger or faith
That arises in anyone's mind toward me
Always become the cause
For all their aims to be accomplished."
དོན་,goal,དོན་མ་གྲུབ་པར་ཕྱིར་ཕྱོགས་འབྱེར་བར་མི་བྱེད་ན། །,རང་བཞིན་འཆི་བས་སྡུག་བསྔལ་གྱུར་པའི་ཉོན་མོངས་དག །གཡུལ་ངོར་མདར་ཚེ་ནན་གྱིས་གཞོམ་པར་འདོད་པ་ཡང་། །མདའ་མདུང་མཚོན་གྱིས་ཕོག་པའི་སྡུག་བསྔལ་ཁྱད་བསད་ནས། །དོན་མ་གྲུབ་པར་ཕྱིར་ཕྱོགས་འབྱེར་བར་མི་བྱེད་ན། །,"Those who wish to forcefully destroy in battle
The afflictions that cause suffering due to the nature of death,
Disregarding the pain of being struck by arrows, spears and weapons,
Do not turn back and flee without achieving their goal."
དོན་,beneficial,བདག་ཀྱང་དེ་དོན་མི་འགྱུར་བས། །,དེ་ལྟར་བདག་དང་གཞན་བསྟེན་པ། །དེས་ནི་ཕུང་བར་འགྱུར་བར་ཟད། །དེས་ཀྱང་བདག་དོན་མ་བྱས་ལ། །བདག་ཀྱང་དེ་དོན་མི་འགྱུར་བས། །,"Thus, relying on self and others
Will only lead to ruin.
By that, one's own purpose is not accomplished,
And one does not become beneficial to others."
དོན་,essence,ཆོས་ཀྱི་དོན་ཙམ་བླངས་ནས་ནི། །,བུང་བས་མེ་ཏོག་སྦྲང་རྩི་བཞིན། །ཆོས་ཀྱི་དོན་ཙམ་བླངས་ནས་ནི། །ཀུན་ལས་སྔོན་ཆད་མ་མཐོང་བཞིན། །འདྲིས་པ་མེད་པར་གནས་པར་བྱ། །,"Like a bee gathering nectar from flowers,
Take only the essence of the Dharma.
As if never seen before by anyone,
Dwell without attachment or familiarity."
དགེ་བ་,virtue,དགེ་བ་བསྒོམ་ཕྱིར་བདག་གི་དད་པའི་ཤུགས། །,དགེ་བ་བསྒོམ་ཕྱིར་བདག་གི་དད་པའི་ཤུགས། །འདི་དག་གིས་ཀྱང་རེ་ཞིག་འཕེལ་འགྱུར་ལ། །བདག་དང་སྐལ་བ་མཉམ་པ་གཞན་གྱིས་ཀྱང་། །ཅི་སྟེ་འདི་དག་མཐོང་ན་དོན་ཡོད་འགྱུར། །,"In order to cultivate virtue, may the power of my faith
Be increased for a time by these [teachings].
And if others of equal fortune to myself
Should see these, may it become meaningful for them as well."
དགེ་བ་,virtuous deeds,དགེ་བ་གཞན་ཀུན་ཆུ་ཤིང་བཞིན་དུ་ནི། །འབྲས་བུ་བསྐྱེད་ནས་ཟད་པར་འགྱུར་བ་ཉིད། །,དགེ་བ་གཞན་ཀུན་ཆུ་ཤིང་བཞིན་དུ་ནི། །འབྲས་བུ་བསྐྱེད་ནས་ཟད་པར་འགྱུར་བ་ཉིད། །བྱང་ཆུབ་སེམས་ཀྱི་ལྗོན་ཤིང་རྟག་པར་ཡང་། །འབྲས་བུ་འབྱིན་པས་མི་ཟད་འཕེལ་བར་འགྱུར། །,"All other virtuous deeds are like water trees:
After bearing fruit, they are exhausted and come to an end.
But the tree of bodhicitta (the awakening mind) is everlasting:
It continually bears fruit and grows inexhaustibly."
དགེ་བ་,virtuous,དགེ་བ་བྱེད་པ་ཡིན་ཞེས་སྐྱེ་བོས་བཀུར། །,འགྲོ་བ་ཉུང་ཟད་ནར་མའི་ཟས་སྦྱོར་བ། །སྐད་ཅིག་ཟས་ཙམ་སྦྱིན་པར་བྱེད་པ་དང་། །བརྙས་བཅས་ཉིན་ཕྱེད་འདྲངས་པར་བྱེད་པ་ཡང་། །དགེ་བ་བྱེད་པ་ཡིན་ཞེས་སྐྱེ་བོས་བཀུར། །,"Even giving a moment's worth of food,
Or providing enough for half a day with contempt,
To a few ordinary beings as nourishment,
Is considered virtuous and respected by people as doing good."
དགེ་བ་,merit,དགེ་བ་བདག་གིས་བསགས་པ་གང་། །,དེ་ལྟར་འདི་དག་ཀུན་བྱས་ཏེ། །དགེ་བ་བདག་གིས་བསགས་པ་གང་། །དེས་ནི་སེམས་ཅན་ཐམས་ཅད་ཀྱི། །སྡུག་བསྔལ་ཐམས་ཅད་བསལ་བར་ཤོག །,"Having done all these things,
Whatever merit I have accumulated,
By that may all the sufferings
Of all sentient beings be removed."
དགེ་བ་,virtues,།དུས་གསུམ་དགེ་བ་ཐམས་ཅད་ཀྱང་།,ལུས་དང་དེ་བཞིན་ལོངས་སྤྱོད་དང་། །དུས་གསུམ་དགེ་བ་ཐམས་ཅད་ཀྱང་། །སེམས་ཅན་ཀུན་གྱི་དོན་སྒྲུབ་ཕྱིར། །ཕོངས་བ་མེད་པར་གཏང་བར་བྱ། །,"My body, my possessions,
And all my virtues of the three times,
I give away without hesitation
For the benefit of all sentient beings."
རེ་ཞིག་,for a time,འདི་དག་གིས་ཀྱང་རེ་ཞིག་འཕེལ་འགྱུར་ལ། །,དགེ་བ་བསྒོམ་ཕྱིར་བདག་གི་དད་པའི་ཤུགས། །འདི་དག་གིས་ཀྱང་རེ་ཞིག་འཕེལ་འགྱུར་ལ། །བདག་དང་སྐལ་བ་མཉམ་པ་གཞན་གྱིས་ཀྱང་། །ཅི་སྟེ་འདི་དག་མཐོང་ན་དོན་ཡོད་འགྱུར། །,"In order to cultivate virtue, may the power of my faith
Be increased for a time by these [teachings].
And if others of equal fortune to myself
Should see these, may it become meaningful for them as well."
རེ་ཞིག་,for now,རེ་ཞིག་དང་པོ་འདི་འདྲའི་སེམས། །འདི་ནི་སྐྱོན་བཅས་ཤེས་བྱས་ནས། །,རེ་ཞིག་དང་པོ་འདི་འདྲའི་སེམས། །འདི་ནི་སྐྱོན་བཅས་ཤེས་བྱས་ནས། །དེ་ཚེ་བདག་གིས་ཤིང་བཞིན་དུ། །ཟུངས་ཐུབ་པར་ནི་གནས་པར་བྱ། །,"For now, first recognize this kind of mind
As flawed and defective.
Then, at that time, I shall remain
Steadfast and unmoving, like a tree."
རེ་ཞིག་,for the time being,དེ་ཉིད་རེ་ཞིག་བསྒྲུབ་པར་བྱ། །,གང་ཞིག་བསམས་ཏེ་བྱར་བརྩམས་པ། །དེ་ལས་གཞན་དུ་མི་བསམ་སྟེ། །དེར་གཏང་བ་ཡི་བསམ་པ་ཡིས། །དེ་ཉིད་རེ་ཞིག་བསྒྲུབ་པར་བྱ། །,"Whatever one has considered and begun to do,
One should not think of anything else.
With a mind focused on that task,
One should accomplish that very thing for the time being."
རེ་ཞིག་,For a moment,རེ་ཞིག་སྒྲ་ལ་སེམས་མེད་ཕྱིར། །,རེ་ཞིག་སྒྲ་ལ་སེམས་མེད་ཕྱིར། །བདག་ལ་བསྟོད་སེམས་ཡོད་མི་སྲིད། །བདག་ལ་གཞན་དགའ་ཞེས་གྲགས་པ། །དེ་ནི་དགའ་བའི་རྒྱུ་ཡིན་གྲང་། །,"For a moment, since sound has no mind,
It's impossible for it to have thoughts of praising me.
The notion that ""others are pleased with me"" -
That is merely a cause for [my own] pleasure."
རེ་ཞིག་,For a time,རེ་ཞིག་བདག་གི་རྗེར་གྱུར་ཉིད་ཀྱང་ནི། །,རེ་ཞིག་བདག་གི་རྗེར་གྱུར་ཉིད་ཀྱང་ནི། །གང་ཕྱིར་རང་གི་སྐུ་ལའང་མི་གཟིགས་པ། །དེ་ལ་རྨོངས་པ་བདག་གིས་ཇི་ལྟར་ན། །ང་རྒྱལ་བྱ་ཞིང་བྲན་གྱི་དངོས་མི་བྱ། །,"For a time, even one who has become my master,
Because they do not regard even their own body,
How then could I, in my delusion,
Be arrogant and not act as their servant?"
རྙེད་པ་,obtain,དལ་འབྱོར་འདི་ནི་རྙེད་པར་ཤིན་ཏུ་དཀའ།,དལ་འབྱོར་འདི་ནི་རྙེད་པར་ཤིན་ཏུ་དཀའ། །སྐྱེས་བུའི་དོན་སྒྲུབ་ཐོབ་པར་གྱུར་པ་ལ། །གལ་ཏེ་འདི་ལ་ཕན་པ་མ་བསྒྲུབས་ན། །ཕྱིས་འདི་ཡང་དག་འབྱོར་པར་ག་ལ་འགྱུར། །,"This precious human life, so difficult to obtain,
Has been attained to fulfill the purpose of beings.
If in this life one does not accomplish what is beneficial,
How will such a perfect opportunity come again?"
